pathway	pval	padj	log2err	ES	NES	size	leadingEdge	direction	collection	cell_line	time_point	gene_type
GOBP_ENDODERM_FORMATION	9.15407512623473e-05	0.0099183339565413	0.538434096309916	0.753070753179769	1.54512916579575	46	Hmga2, Mmp2, Sox7, Tbx20, Itga5, Lamb3, Col12a1, Col6a1, Lama3, Itgb2, Col4a2, Mmp9, Gata6, Dusp2, Itga7, Col7a1, Hnf1b, Col5a1, Lamb1	Activated	GO_BP	MIN6	6h	all
GOBP_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION	0.00076301285739309	0.0413357779371443	0.477270815362862	-0.629140143909422	-2.06014856506702	21	Arl6ip1, Rtn3, Reep1, Reep3, Rtn2, Rtn4, Rtn1, Reep4, Atl3, Atl1, Rab18, Reep2, Tmem33	Suppressed	GO_BP	MIN6	6h	all
GOBP_ENDOSOMAL_LUMEN_ACIDIFICATION	0.000783892760941829	0.0419788088876779	0.477270815362862	-0.730573712131051	-1.90338693278189	12	Rnasek, Atp6ap1, Atp6v1a, Aqp11, Atp6ap2, Atp6v0b, Atp6v1f, Atp6v1h, Tmem9, Atp6v0a1, Atp6v1d	Suppressed	GO_BP	MIN6	6h	all
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	2.18404989772582e-06	0.000940544436283752	0.627256739718528	0.664982878271446	1.39912861197147	167	Krt79, Krt78, Krt77, Tfap2c, Krt72, Tmem132e, Bcl11b, Krt71, Trp63, Strc, Spink5, Krt2, Yap1, Tgm1, Lor, Sfrp4, Pkp1, Tecta, Gli1, Cnfn, Hoxa7, Pitx2, Krt84, Krt86, Grhl2, Abca12, Anxa1, Krt1, Prkch, Tgm3, Wnt5a, St14, Cdsn, Msx2, Tmc1, Gata6, Tchh, Ovol1, Aqp3, Krt73, Ovol3, Alox8, Zfp36l1, Epha2, Tmem79, Clic4, Klf4, Pdzd7, Cyp27b1, Maff, Hes5, Fa2h, Gdf3, Cers3, Jag1	Activated	GO_BP	MIN6	6h	all
GOBP_EPIDERMIS_DEVELOPMENT	6.00861109228561e-09	5.06488598207477e-06	0.761460801445585	0.6563342845996	1.39336502228376	279	Sox18, Krt79, Tnf, Krt78, Krt77, Tfap2c, Krt72, Tmem132e, Bcl11b, Krt71, Trp63, Strc, Spink5, Krt2, Sox9, Alox12b, Dsc1, Yap1, Krt15, Tgm1, Lrp4, Krt34, Lor, Foxe1, Smo, Lamb3, Edar, Sfrp4, Svep1, Pkp1, Tecta, Gli1, Col6a1, Cnfn, Pkp3, Hoxa7, Pitx2, Foxq1, Zfp750, Met, Krt84, Krt86, Grhl2, Col17a1, Fermt1, Lama3, Tnfrsf19, Abca12, Sox21, Anxa1, Krt1, Prkch, Tgm3, Wnt5a, Alox12, St14, Cdsn, Wnt10b, Krt25, Msx2, Tmc1, Gata6, Lgr5, Aloxe3, Ppara, Tchh, Ovol1, Aqp3, Krt73, Col7a1, Fst, H2-Eb1, Ovol3, Snai1, Ntf5, Alox8, Zfp36l1, Epha2, Cst6, Wnt10a, Fgf7, Tmem79, Clic4, Klf4, Pdzd7, Cyp27b1, Maff	Activated	GO_BP	MIN6	6h	all
GOBP_EPITHELIAL_CELL_DEVELOPMENT	4.91102405788506e-05	0.00586678489376577	0.557332238758646	0.629688957737159	1.33284481458019	201	Sox18, Cdh5, Tnf, Tfap2c, Nr5a2, Dmrt1, Bcl11b, Cdk6, Robo4, Trp63, Wnt7b, Krt2, Sox9, Yap1, Slc9a4, Ednrb, Smo, Kdr, Hydin, Ihh, Scx, Bfsp2, Nphs1, Kcne1, Met, Hapln2, Spdef, Grhl2, Abca12, S1pr3, Icam1, Rapgef3, Cebpa, Hoxa5, Slc4a5, Pdgfb, Bmp5, Ppp1r16b, Epas1, Pecam1, Lamb2, Wnt5a, St14, Cdsn, Foxp3, Rab25, Adamtsl4, Atf4, Notch4, Bhlha15, Sox8, Epha2, Ntrk1, Tmem79, Col18a1, Clic4, Arntl	Activated	GO_BP	MIN6	6h	all
GOBP_EPITHELIAL_TUBE_MORPHOGENESIS	0.000128101558114849	0.01170245410308	0.518848077743792	0.600705316129475	1.27574758331604	304	Hand2, Sox18, Hmga2, Tnf, Tfap2c, Kif26b, Nfatc4, Csf1r, Nkx2-1, Itgax, Trim71, Csmd1, Sox9, Tbx20, Yap1, Irx3, Adamts12, Igf1, Dchs1, Sfrp1, Acvrl1, Tnc, Wnt1, Smo, Kdr, Tead2, Ihh, Mmrn2, Lef1, Lrp2, Eng, Adamts16, Hhip, Wnt2b, Pitx2, Dnaaf1, Hesx1, Met, Grhl2, Wnt11, Tgfbr2, Wnt6, Sall4, Hoxa5, Bmp5, Rnf207, Wnt5a, St14, Cecr2, Dlc1, Msx2, Lgr5, Aplnr, Wnt9b, Areg, Lcn2, Tcap, Alx1, Hnf1b, Notch4, Twist1, Pax8, Mthfr, Sox8, Bmp2, Epha2, Etv5, Adm, Clic4, Tgif1, Ptk7, Myc, Hes5, Ryr2, Rasip1, Pgr, Epha4, Nkx3-1, Cobl, Notch2, Tbx2	Activated	GO_BP	MIN6	6h	all
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	1.28062046054502e-09	2.98320536283962e-06	0.788186810800237	0.664358976346171	1.41034290338275	273	Adamts19, Serpinh1, Slc2a10, Adamtsl3, Mmp3, Tnf, Matn4, Adamts20, Ctss, Col13a1, Mmp2, Lcp1, Adamts13, Nid1, Spink5, Adamts18, Adamts14, Sox9, Adamts15, Adamts12, Tgm1, Abi3bp, Timp3, Lama2, Tnxb, Col3a1, Col4a6, Mia, Matn1, Col4a4, Mmp28, Ihh, Col12a1, Hpn, Papln, Myh11, Col6a5, Col9a2, Eng, Csgalnact1, Adamts16, Scx, Col6a1, Loxl1, Nr2e1, Col19a1, Loxl4, Nphs1, Col5a3, Adamts7, Col2a1, Hapln2, Adamts3, Tll2, Adamtsl1, Comp, Col17a1, Fermt1, Egflam, Col8a2, Col9a1, Col24a1, Sulf1, Ccdc80, Try5, Col4a2, Mmp19, Lamb2, Itga8, Mmp9, Optc, Col23a1, Col14a1, Col4a3, Runx1, Adamts10, Mmp25, Ecm2, Adamts1, Col15a1, Loxl3, Ddr2, Col7a1, Col5a1, Adamtsl4, Lamb1, Nid2, Adamtsl2, Cav2, Fgfr4, Pdgfra, Hmcn1, Mmp23, Eln, Fkbp10, Bmp2, Tll1, Has3, Col1a2, Mmp13, Tgfbi	Activated	GO_BP	MIN6	6h	all
GOBP_FAT_CELL_DIFFERENTIATION	0.000966438317610918	0.0479003842739284	0.477270815362862	0.603403130304244	1.27865471216525	212	Hmga2, Adrb1, Mb, Tnf, Slc7a10, Medag, Fam83a, Ccdc3, Tcf7l2, Yap1, Sfrp1, Wnt1, Wwtr1, Lamb3, Alox5, Adgrf5, Trib3, Jdp2, Tfap2b, Ebf2, Cebpa, Zbtb7c, Ptgs2, Wnt5a, Lrg1, Ucp1, Wnt10b, Msx2, Ddit3, Cidea, Cebpb, Zbtb16, Egr2, Aloxe3, Ccnd1, Tgfb1i1, Nr4a1, Nr4a3, Pdgfra, Sox8, Trpv4, Bmp2, Zfp36l1, Cmklr1, Arntl, C1ql4, Klf4, Wif1, Dlk2, Nr1d1, Sh2b2, Vstm2a, Ifrd1, Atf5, Gdf3, Sox13, Jag1, Nr4a2, Fabp3, Pparg	Activated	GO_BP	MIN6	6h	all
GOBP_FORMATION_OF_PRIMARY_GERM_LAYER	0.0002346841032123	0.019182337488879	0.518848077743792	0.666765115646279	1.39169680862777	103	Hmga2, Elf5, Mmp2, Tlx2, Itgb4, Sox7, Tbx20, Itga5, Lamb3, Lef1, Col12a1, Scx, Col6a1, T, Lama3, Wnt11, Eya2, Itgb2, Col4a2, Itga8, Mmp9, Wnt5a, Gata6, Tal1, Dusp2, Tbx6, Itga7, Col7a1, Hnf1b, Col5a1, Lamb1, Crb2, Snai1, Nr4a3, Epha2	Activated	GO_BP	MIN6	6h	all
GOBP_GLAND_DEVELOPMENT	0.000394174156878264	0.0274098118939676	0.49849310876659	0.574055263826113	1.21839799243027	379	Hand2, Hmga2, Elf5, Ghrh, Tnf, Slc6a3, Tfap2c, Nr5a2, Atp2c2, Mmp2, Sox10, Bcl11b, Csf1r, Nkx2-1, Dkk3, Trp63, Tg, Wnt7b, Csmd1, Nr5a1, Ripk3, Sox9, Aire, Igf1, Sfrp1, Tnc, Wnt1, Foxe1, Smo, Ihh, Lef1, Edar, Tgm2, Hpn, Gli1, Hoxa3, Lhx3, Pitx2, Dnaaf1, Hesx1, Hmgcs2, Met, Cps1, Lims2, Cebpa, Wnt11, Tgfbr2, Hoxa5, Sulf1, Erbb4, Cela1, Wnt5a, Hoxb9, Flt3, Hoxb3, Pitx1, Msx2, Cebpb, Gata6, Ccnd1, Areg, Hnf1b, Notch4, Pax8, Pdgfra, Cebpg, Alox8, Jun, Bmp2, Epha2, Ascl3, Tnfsf11, Etv5, Wnt10a, Fgf7, Pck2, Aldh1a3, Oas2, Gsx1, Fa2h, Ntn4, Hlx, Slc7a5, Pgr, Myb, Pcsk9, Hk2, Cckbr, Tubb1, Tbx19, Nkx3-1, Cobl, Itga2, Notch2, Tbx2	Activated	GO_BP	MIN6	6h	all
GOBP_GOLGI_LUMEN_ACIDIFICATION	0.000327112933496151	0.0234464485716703	0.49849310876659	-0.756377555824682	-1.97061450761309	12	Rnasek, Atp6ap1, Atp6v1a, Atp6ap2, Slc9a7, Atp6v0b, Atp6v1f	Suppressed	GO_BP	MIN6	6h	all
GOBP_HEART_MORPHOGENESIS	2.89051812184138e-05	0.00434416900956741	0.575610261071129	0.629935661535586	1.33595339682861	225	Adamts19, Hand2, Sox18, Tnnt2, Slit3, Gata5, Myh6, Sox9, Tbx20, Mybpc3, Yap1, Ryr1, Tbx5, 3425401B19Rik, Dchs1, Acvrl1, Ttn, Adgrg6, Smo, Myh7, Tead2, Ihh, Ccm2l, Lrp2, Abcc9, Eng, T, Heyl, Pitx2, Alpk2, Mylk2, Dnaaf1, Col2a1, Grhl2, Wnt11, Tgfbr2, Bmp5, S1pr1, Rnf207, Wnt5a, Dlc1, Synpo2l, Msx2, Ephb4, Gata6, Dnah11, Fgfrl1, Aplnr, Adamts1, Tcap, Col5a1, Tek, Twist1, Tnni3, Snai1, Eln, Jun, Bmp2	Activated	GO_BP	MIN6	6h	all
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_CATABOLIC_PROCESS	0.000877468760431862	0.0447582488454008	0.477270815362862	-0.776452225433212	-1.93159821089738	10	Hpse, Hgsnat, Naglu, Gusb, Glb1, Ids	Suppressed	GO_BP	MIN6	6h	all
GOBP_HUMORAL_IMMUNE_RESPONSE	0.000828876325615112	0.0438697244049421	0.477270815362862	0.639183875308672	1.33714433638344	121	Klk1b24, Cxcl1, Tnf, Fcnb, Spink5, C2, Cd37, Aire, Pgc, C1s1, Dmbt1, A2m, Bpi, Cd83, Alox5, Fcgr2b, Klk1, Fgb, Cr2, Colec11, Krt1, Fcer2a, Cfb, Masp2, Try5, Cfi, Cd28, Ccr7, Colec10, Nts, Hpx, Tac1, Masp1, Gata6, Il17f, Tslp, C8b, Prtn3, H2-Eb1, C4b, Ptprc, H2-Ab1, Adm, Cxcl12, Rpl30, Lgals3, C3	Activated	GO_BP	MIN6	6h	all
GOBP_IMMUNE_EFFECTOR_PROCESS	0.000654860097235212	0.0381374149127357	0.477270815362862	0.562552078546548	1.19793161752241	460	Cd70, Cd180, Klk1b24, Il9r, Tnf, Inpp5d, Myo1g, Fcnb, Vav1, Fgr, Lcp1, Pik3r6, Spink5, Sla2, C2, Tbx21, Ripk3, Cd37, Aire, Pgc, C1s1, Rab44, Nckap1l, P2rx7, Il2rb, Crtam, A2m, Csf2rb2, Ncf1, Nlrp6, Dysf, Rasgrp4, Itgam, Nos2, Card9, Lef1, Fcgr2b, Klk1, Cd36, Pkp3, Laptm5, Cr2, Colec11, Havcr2, Icam1, Irf4, Anxa1, Krt1, Sectm1a, Fcer2a, Cfb, Masp2, Irak3, Nod2, Itgb2, Cfi, Irf5, Axl, Wnt5a, Cd28, Colec10, Hpx, Foxp3, Masp1, Stat4, Sftpa1, Cebpb, Il17f, C8b, Pld2, Hcst, Cd19, Il23a, Cd300a, Loxl3, Pla2g5, Zpbp2, Usp17le, H2-Eb1, Twist1, C4b, Nr4a3, Pla2g3, Unc13d, Cebpg, Bcl6, Scn11a, Ptprc, Il27, Ptgds, Trim6, Dbh, Bst2, Cd74, Hck, Arid5a, Cdh17, Itgal, Anxa3, Clcf1, Junb, Rftn1, Irf8, Irak4, Serpinb3a, Lat, Lgals1, Relb, Ctsc, Dnajb9, Lgals3, Mill2, Aicda, C3, Lyn, Hlx, Dnase1, Slc7a5, Lbp, Myb, Pram1, Ascl2, Jag1, H2-Q1, Sema4a, Adora2b, Lat2, Notch2, Fes, Tnfrsf1b, Cd22, Lfng, Ada, Spn, Gab2, Il33, Pvr, Gata2	Activated	GO_BP	MIN6	6h	all
GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE	4.23752009998994e-05	0.0054771842009746	0.557332238758646	0.637982453579476	1.34625355384979	177	Slc2a10, Kcnj1, Slc6a7, Trpm1, Tnf, Atp12a, Kcne2, Slc15a3, Slc39a4, Slc28a1, Slc6a1, Cnga3, Slc43a1, Slc5a2, Slc39a5, Slc17a8, Slc9a4, Trpm2, Slc7a11, Slc27a5, Atp1a4, Lrp2, Abcc9, Atp1a2, Tspo2, Cd36, Trpv3, Slc47a1, Slc6a9, P2rx5, Kcnj14, Kcnj15, Slc12a8, Slc22a2, Slc7a3, Slc1a4, Kcnj9, Slc24a1, Slc1a6, Slc7a1, Lcn2, Slc12a7, Cacna1f, Slc38a3, Trpv4, Slc5a1, Scnn1g, Fxyd2, Slc38a1, Cacna1i, Slc6a13, Lrrc8e, Slc1a5, Slc3a2, Trpv1, Cacna1e, Slc7a5, Pcsk9, Cacna1s, Slc34a1, Slc22a4, P2rx1, Slc12a3, Slc9a9	Activated	GO_BP	MIN6	6h	all
GOBP_INORGANIC_ANION_TRANSPORT	0.000353162300127238	0.0249300478226182	0.49849310876659	0.637450241361424	1.33361452459956	137	Slc26a9, Abcc6, Clcnka, Ano2, Slc6a1, Tg, Slc6a2, Clca2, Gabrr1, Clcnkb, Slc17a8, Best2, Slc4a9, Slc1a7, Slc34a3, Gabrb2, Ano7, Sfrp4, Slc26a4, Kcnk2, P2rx5, Nmur2, Slc17a6, Slc4a5, Slc12a8, Gabrr2, Slc17a4, Slc26a5, Cftr, Slc1a4, Slc5a8, Slc4a11, Ano5, Cebpb, Ano4, Slc12a7, Atf4, Slc26a10, Slc5a1, Ano1, Car7, Clic4	Activated	GO_BP	MIN6	6h	all
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	2.69476920816391e-05	0.00432928611752954	0.575610261071129	0.690072177647589	1.44024424246082	101	Tspan32, Slc2a10, Itgad, Vav1, Fgr, Adamts13, Nid1, Itgb4, Itgax, Timp1, Madcam1, Lama2, Col3a1, Itga5, Itgam, Itga11, Dab2, Dock1, Fermt1, Fyb, Lims2, Itgb7, Itgb2, Lamb2, Itga8, Serpine1, Adamts1, Loxl3, Itga7, Lamb1, Hck, Cdh17, Itgal, Itgae, Plau, Lat, Adam11, Plek, Itga9, Itga1, Pram1, Nedd9, Itga2, Rcc2	Activated	GO_BP	MIN6	6h	all
GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS	2.29192470412631e-05	0.00397537290318006	0.575610261071129	0.753487449921581	1.5514965774322	54	Krt79, Krt78, Krt77, Krt72, Krt71, Krt2, Krt15, Krt34, Pkp1, Bfsp2, Eppk1, Krt84, Krt86, Krt1, Krt25, Tchh, Krt73	Activated	GO_BP	MIN6	6h	all
GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION	2.22064580363195e-06	0.000940544436283752	0.627256739718528	0.814949143069544	1.64110335603801	34	Krt79, Krt78, Krt77, Krt72, Krt71, Krt2, Krt15, Krt34, Pkp1, Bfsp2, Eppk1, Krt84, Krt86, Krt1, Krt25, Tchh, Krt73	Activated	GO_BP	MIN6	6h	all
GOBP_KERATINIZATION	2.87108391172788e-05	0.00434416900956741	0.575610261071129	0.816381841719342	1.6353144149412	29	Krt79, Krt78, Krt77, Krt72, Krt71, Krt2, Tgm1, Lor, Cnfn, Krt84, Krt86, Abca12, Krt1, Tgm3, Cdsn, Tchh, Krt73	Activated	GO_BP	MIN6	6h	all
GOBP_KERATINOCYTE_DIFFERENTIATION	8.82269380437027e-06	0.00241793708438595	0.593325476396405	0.696048996714313	1.45484380521653	105	Krt79, Krt78, Krt77, Tfap2c, Krt72, Bcl11b, Krt71, Trp63, Krt2, Yap1, Tgm1, Lor, Pkp1, Cnfn, Hoxa7, Krt84, Krt86, Grhl2, Abca12, Anxa1, Krt1, Prkch, Tgm3, Wnt5a, St14, Cdsn, Msx2, Tchh, Aqp3, Krt73, Alox8, Zfp36l1, Epha2, Tmem79, Clic4, Cyp27b1	Activated	GO_BP	MIN6	6h	all
GOBP_LEUKOCYTE_CELL_CELL_ADHESION	0.00102166173996351	0.0490640923261823	0.45505986738723	0.580788998151984	1.23347529391238	303	Tspan32, Cd70, Selplg, Tnf, Apoa4, Vav1, Nr5a2, Zap70, Spta1, Pik3r6, Tbx21, Cd37, Lrrc32, Nckap1l, Pdcd1lg2, Igf1, Madcam1, Crtam, Itga5, Sele, Cd83, Alox5, Ihh, Lef1, Selp, Nt5e, H2-Aa, Laptm5, Havcr2, Card11, Icam1, Tgfbr2, Anxa1, Itgb7, Ccdc88b, Ets1, Nod2, Itgb2, Pecam1, Lrg1, Cd28, Ccr7, Rasal3, Wnt10b, Runx1, Foxp3, Igfbp2, Ptpn22, Cebpb, Btn2a2, Zbtb16, Ppara, Il23a, Cd300a, Slc7a1, Loxl3, Pla2g5, Phf10, H2-Eb1, Cd4, Nr4a3, Bcl6, Ptprc, H2-Ab1, Tnfsf11, Tnfrsf13c, Prkcq, Cd74, Itgal, Sftpd, Cxcl12, Lck, Egr3, Klf4, Lgals1, Zc3h8, Lgals3, Lyn, Hlx, Sox13, Ascl2, Pla2g2f, Efnb3	Activated	GO_BP	MIN6	6h	all
GOBP_LYSOSOMAL_LUMEN_ACIDIFICATION	1.88501095416144e-06	0.000940544436283752	0.643551836150722	-0.74964894686054	-2.50113170447998	23	Rnasek, Lamp1, Atp6ap1, Atp6v1a, Lamp2, Snapin, Grn, Atp6ap2, Cln6, Ppt1, Cln5, Tmem199, Atp6v0b, Atp6v1f, Tmem106b, Cln3, Atp6v1h, Tmem9, Atp6v0a1, Atp6v1d	Suppressed	GO_BP	MIN6	6h	all
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN	3.73792034112927e-05	0.00511776970456582	0.557332238758646	-0.772265748977393	-2.21727341547615	15	Ndufa4, Cox6b1, Cox7a2, Cox7a1, Cox7b, Cox6c, Cox8a, Cox7c, Cox4i1, Cox5b, Cox5a, Cox6a1	Suppressed	GO_BP	MIN6	6h	all
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE	2.85051805309857e-09	4.42685453646209e-06	0.774939030136436	-0.694417320461954	-2.7703993338522	41	Ndufa4, Ndufc1, Ndufb4, Ndufa1, Park7, Ndufb8, Ndufv3, Ndufb3, Ndufb7, Ndufa3, Ndufs8, Ndufb9, Ndufb6, Ndufa8, Ndufs4, Ndufb10, Ndufa11, Ndufa5, Ndufb5, Ndufa9, Ndufa7, Ndufa2, Ndufs6, Ndufv2, Ndufa6, Ndufc2, Ndufb2, Ndufs3, Ndufs7, Ndufs2, Ndufv1	Suppressed	GO_BP	MIN6	6h	all
GOBP_MOLTING_CYCLE	3.84464347842464e-05	0.00511776970456582	0.557332238758646	0.68949014575463	1.43936231717687	98	Sox18, Tnf, Tfap2c, Krt71, Trp63, Spink5, Sox9, Dsc1, Lrp4, Foxe1, Smo, Edar, Col6a1, Pkp3, Foxq1, Trpv3, Krt84, Fermt1, Tnfrsf19, Sox21, Tgm3, Wnt5a, Wnt10b, Krt25, Msx2, Lgr5, Fst, Snai1, Wnt10a, Fgf7, Tmem79, Arntl	Activated	GO_BP	MIN6	6h	all
GOBP_MOLTING_CYCLE_PROCESS	2.66556365784778e-06	0.00102925449499711	0.627256739718528	0.722457255599854	1.50107341391297	87	Sox18, Tnf, Tfap2c, Krt71, Trp63, Spink5, Sox9, Dsc1, Lrp4, Foxe1, Smo, Edar, Col6a1, Pkp3, Foxq1, Krt84, Fermt1, Tnfrsf19, Sox21, Tgm3, Wnt5a, Wnt10b, Krt25, Msx2, Lgr5, Fst, Snai1, Wnt10a, Fgf7, Tmem79	Activated	GO_BP	MIN6	6h	all
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM	2.87192711632592e-06	0.00102925449499711	0.627256739718528	0.602753360610038	1.28360882724836	446	Hand2, Sox18, Hmga2, Tnf, Tfap2a, Gcm1, Tfap2c, Kif26b, Nfatc4, Mmp2, Sox10, Lcp1, Csf1r, Nkx2-1, Krt71, Itgax, Trp63, Trim71, Wnt7b, Csmd1, Sox9, Tbx20, Dsc1, Aire, Yap1, Irx3, Adamts12, Tbx5, Igf1, Dchs1, Sfrp1, Acvrl1, Tnc, Wnt1, Foxe1, Smo, Itga5, Kdr, Tead2, Ihh, Mmrn2, Lef1, Tgm2, Lrp2, Eng, Adamts16, Hhip, Wnt2b, Pitx2, Foxq1, Dnaaf1, Hesx1, Met, Nkd1, Ajuba, Grhl2, Fermt1, Wnt11, Tgfbr2, Wnt6, Sall4, Hoxa5, Sulf1, Bmp5, Erbb4, Rnf207, Tgm3, Wnt5a, Lrg1, St14, Cecr2, Dlc1, Krt25, Pcdh8, Msx2, Lbx2, Lgr5, Aplnr, Wnt9b, Areg, Car9, Lcn2, Frem2, Tcap, Tgfb1i1, Alx1, Lif, Hnf1b, Col5a1, Greb1, Fst, Notch4, Twist1, Snai1, Pax8, Mthfr, Sox8, Bmp2, Epha2, Etv5, Adm, Wnt10a, Fgf7, Tmem79, Clic4, Klf4, Aldh1a3, Tgif1, Ptk7, Myc, Hes5, Ryr2, Ntn4, Rasip1, Astn2, Pgr, Epha4, Jag1, Nkx3-1, Cobl, Tcf15, Notch2, Tbx2, Plet1, Lmo4	Activated	GO_BP	MIN6	6h	all
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	1.71740300959495e-05	0.0033339085923762	0.575610261071129	0.642964349520555	1.359014854466	182	Hmga2, Tnf, Gcm1, Col13a1, Tfap2c, Nfatc4, Sox10, Nkx2-1, Trp63, Csmd1, Sox9, Tbx20, Yap1, Igf1, Dchs1, Sfrp1, Tnc, Wnt1, Smo, Kdr, Dlx2, Ihh, Lef1, Tgm2, Eng, Adamts16, Hhip, Wnt2b, Pitx2, Met, Grhl2, Tgfbr2, Wnt6, Hoxa5, Sulf1, Wnt5a, St14, Msx2, Wnt9b, Areg, Hnf1b, Notch4, Pax8, Sox8, Bmp2, Epha2, Etv5, Adm, Fgf7	Activated	GO_BP	MIN6	6h	all
GOBP_MUSCLE_CELL_DEVELOPMENT	1.57777996080171e-05	0.00319603340755443	0.575610261071129	0.658829105947629	1.38596587652722	161	Actn2, Tnnt2, Adra1a, Tnnt3, Nfatc4, Alpk3, Myh6, Myom3, Mybpc3, Nrap, Ryr1, Tbx5, Mybpc2, Igf1, Pgm5, Obscn, Ttn, Smo, Capn3, Flnc, Myh11, Eng, Col6a1, Pitx2, Alpk2, Myh3, Pdgfrb, Comp, P2rx2, Lrrc10, Myom2, Megf10, Myo18b, Tnnt1, Wnt10b, Col14a1, Synpo2l, Mypn, Myom1, Ppara, Tmod4, Tcap, Pi16, Cav2, Pdgfra, Klhl40	Activated	GO_BP	MIN6	6h	all
GOBP_MUSCLE_CELL_DIFFERENTIATION	4.87356122671145e-06	0.00151634849112761	0.610526878385931	0.610796888060597	1.29667382431279	342	Actn2, Tnnt2, Myocd, Adra1a, Tnnt3, Nfatc4, Alpk3, Myh6, Nid1, Myom3, Sox9, Tcf23, Mybpc3, Adamts15, Nrap, Irx3, Ryr1, Tbx5, Prdm6, Mybpc2, 3425401B19Rik, Igf1, Pgm5, Obscn, Lama2, Ttn, Ednrb, B4galnt2, Wnt1, Smo, Trim72, Capn3, Flnc, Myh11, Eng, Cth, Col6a1, Smyd1, Nphs1, Pitx2, Alpk2, Gdf15, Myh3, Adam12, Pdgfrb, Comp, Dock1, P2rx2, Nos1, Lrrc10, Myom2, Megf10, Pdgfb, Lamb2, Itga8, Myo18b, Tnnt1, Wnt10b, Col14a1, Synpo2l, Mypn, Gata6, Myom1, Lbx2, Ppara, Aplnr, Tmod4, Syna, Tcap, Ehd2, Lamb1, Notch4, Ptgfrn, Pi16, Cav2, Pdgfra, Bhlha15, Klhl40, Bmp2	Activated	GO_BP	MIN6	6h	all
GOBP_MUSCLE_CONTRACTION	3.62014286022123e-05	0.0051109835108396	0.557332238758646	0.611405105512257	1.29809282659667	277	Nmu, Rem1, Kcna5, Tnf, Kcne2, Myh8, Adra1b, Kcna1, Tnnt2, Myocd, Scn4b, Adra1a, Tnnt3, Myh13, Bdkrb2, Myh6, Scn10a, Tnni3k, Myh2, Tbx20, Mybpc3, Pgam2, Scn5a, Ryr1, Cnn1, Chrne, 3425401B19Rik, Chrnd, Ghrl, Ttn, Ednrb, Myh7, Myot, Myh11, Abcc9, Tbxa2r, Atp1a2, Mylk2, Ryr3, Myh3, Kcne1, Comp, P2rx2, Nos1, Myom2, Gjc1, Nmur2, Sulf1, Myof, Atp2a1, Cryab, Kcnd3, Rnf207, Adcy10, Scn7a, Tnnt1, Sgca, Ddit3, Rcsd1, Ccdc78, Tmod4, Tcap, Myl4, Tnni3, Scn11a, Trpv4, Edn2, Myh7b, Hrc, Actn3, Scn2b, P2rx3, Kcnip2, Gstm7, Trpv1, Ryr2, Acta1, Cacna1s, Casq1, Adora2b, Grip2, Scn4a, Itga2, Tbx2, P2rx1, Adgrd1	Activated	GO_BP	MIN6	6h	all
GOBP_MUSCLE_SYSTEM_PROCESS	1.27129473879674e-05	0.00282045818478763	0.593325476396405	0.598458585563567	1.27129372079715	357	Hand2, Nmu, Rem1, Kcna5, Tnf, Kcne2, Myh8, Adra1b, Kcna1, Tnnt2, Myocd, Gata5, Scn4b, Adra1a, Tnnt3, Myh13, Bdkrb2, Myh6, Trpc3, Scn10a, Tnni3k, Myh2, Tbx20, Mybpc3, Pgam2, Scn5a, Ryr1, Cnn1, Chrne, 3425401B19Rik, Igf1, Chrnd, Ghrl, Ttn, Ednrb, Myh7, Trim72, Myot, Myh11, Abcc9, Tbxa2r, Col6a1, Atp1a2, Mylk2, Ryr3, Myh3, Kcne1, Pdgfrb, Comp, P2rx2, Nos1, Myom2, Gjc1, Nmur2, Sulf1, Pdgfb, Myof, Klf15, Atp2a1, Cryab, Kcnd3, Rnf207, Adcy10, Scn7a, Tnnt1, Sgca, Col14a1, Ddit3, Gata6, Rcsd1, Ccdc78, Ppara, Aplnr, Tmod4, Tcap, Myl4, Tnni3, Pi16, Nr4a3, Scn11a, Trpv4, Edn2, Myh7b, Hrc, Actn3, Scn2b, P2rx3, Klf4, Acacb, Kcnip2, Gstm7, Trpv1, Ryr2, Nos3, Acta1, Cacna1s, Casq1, Adora2b, Grip2, Scn4a, Pparg, Itga2, Tbx2, P2rx1, Adgrd1	Activated	GO_BP	MIN6	6h	all
