genes	logFC_TgvDMSO_6h_QGP1	FDR_TgvDMSO_6h_QGP1	logFC_TgvDMSO_24h_QGP1	FDR_TgvDMSO_24h_QGP1	logFC_Tg_24hv6h_QGP1	FDR_Tg_24hv6h_QGP1
NFKBIB	1.56404687866664	0.000665300887939567	1.44232118728984	0.000707065634882785	-0.121725691376804	0.759283360061027
TMEM241	1.58700993521541	0.000665300887939567	1.18814114782063	0.00225293922071854	-0.398868787394784	0.260692784646952
DAP	1.04264736666442	0.000665300887939567	0.708371148529038	0.00391081011875111	-0.334276218135378	0.168481132504771
GNPTG	-1.54942293245787	0.000667646809890346	-0.728687204926456	0.0196906581955221	0.82073572753141	0.0395705543266292
MIS12	1.17932455191294	0.000667646809890346	0.654961693543671	0.0111391026671712	-0.524362858369271	0.0682586569856049
KLB	7.85730171820279	0.000667646809890346	6.09411300836425	0.0059696686903095	-1.76318870983854	0.0362128469380574
COLCA2	-3.2572129297015	0.00070910486474011	-3.05513695669467	0.000428963384945615	0.202075973006833	0.865059054247189
TANC1	1.02434020196977	0.000710691104557959	0.516851326942676	0.0182070917270921	-0.507488875027093	0.0494155982643978
IDH1	1.22771309429687	0.000710938184426499	1.92195311053289	4.28743875618357e-05	0.694240016236014	0.0294569355234262
TIMM17A	1.41764838891698	0.000710938184426499	0.662648994903793	0.0251453551618343	-0.754999394013183	0.0363950790330925
CEBPB	2.76541485347551	0.000722764801980513	3.18075451632045	0.000222720738007177	0.415339662844943	0.486254878615677
IVNS1ABP	1.04146580610257	0.000722764801980513	0.313447658799346	0.122752228944082	-0.728018147303228	0.0124787655047948
FGFR2	-2.36187589762771	0.000722764801980513	0.943157408725812	0.0130725181297792	3.30503330635352	0.000628430157474759
CRY1	1.21954699750103	0.000726479534882902	-0.396377229063689	0.101485062426506	-1.61592422656472	0.000751065313125761
TRIM68	-1.22498813540898	0.000728147082247751	-0.953177766775789	0.00195386983180541	0.271810368633187	0.344827728559201
NR3C1	1.30144749397834	0.000729604911634926	1.1588532940578	0.000944554183328531	-0.142594199920535	0.65860489671451
TMEM19	-1.8947800368568	0.000729604911634926	-1.26180187974935	0.00425882045584798	0.632978157107458	0.154164573857061
PCDH18	-3.63554206834809	0.000732362388658614	-3.89394314559649	0.000241420342891578	-0.258401077248402	0.911960277178824
SBDSP1	1.52892818564174	0.000761468127087387	1.33345546006598	0.00108852890631006	-0.195472725575757	0.597507219641124
MGAT2	1.16362533064525	0.000763712599204681	0.700095847858941	0.00828960066254976	-0.463529482786311	0.100293454160932
PTK7	-1.45947591294158	0.000763712599204681	-0.42038563258298	0.133656345515927	1.0390902803586	0.0121076559318601
CCNC	1.06153199973534	0.000768125369909343	0.788868490685268	0.0027409660455412	-0.272663509050071	0.270850919189541
GNAL	-1.56879119225821	0.000768195282149961	-1.60211929676649	0.000447978650185815	-0.0333281045082802	0.947003219515668
PER1	1.57119519033349	0.000774041623788809	-0.333225270640299	0.289501840496026	-1.90442046097379	0.00120768527809359
MBNL2	1.54526072132158	0.000797075788339783	1.05783855339914	0.00424397316223879	-0.487422167922442	0.179748178567772
SELENOS	1.59927325964721	0.000824023946370118	1.20194945378518	0.00263501629540842	-0.39732380586203	0.286596642894502
BET1	1.07059056742083	0.000824023946370118	1.22296122342384	0.000246857465428249	0.152370656003006	0.563803339902861
RAPGEF5	-1.19900153594551	0.000833685607593333	-1.01765425874201	0.00132610769743992	0.181347277203507	0.543823236762554
ZSWIM5	-1.20386076923454	0.000833685607593333	-0.947604168394364	0.00203621644785635	0.256256600840176	0.376640414668557
ARID5A	2.29230578767906	0.00083438897336996	2.12474883931929	0.000847746077819662	-0.167556948359779	0.773673900300837
DCUN1D2	1.40562937704691	0.000839194490003705	1.44141118461903	0.000456510687456124	0.0357818075721155	0.932596702523242
ARHGAP23	2.01024063407902	0.000839194490003705	1.13213193568331	0.0141881084726442	-0.87810869839571	0.0632441819498214
NUS1	1.26075605944377	0.000840101978631525	0.846269277650116	0.00511237991023732	-0.414486781793653	0.170830911496973
STX5	1.351206109868	0.000852822487071976	1.10579610378924	0.00174863839287226	-0.24541000607876	0.451555585351655
LTBP1	-1.56226335302905	0.000852822487071976	-0.380004593901583	0.194604237594343	1.18225875912746	0.0105068161030967
SLC38A1	1.27292788219812	0.000852822487071976	1.11336823945706	0.00120269681455326	-0.159559642741062	0.620145145033818
COLCA1	-3.38528188504021	0.000852822487071976	-4.76222686971188	0.000151271906889499	-1.37694498467167	0.32383317934408
CEP68	-1.52055829592978	0.000854568983503942	-0.403231201653329	0.165716208398955	1.11732709427645	0.0115245626556469
GOLT1B	1.66008905263443	0.000854568983503942	1.31067838411304	0.00211774725025287	-0.349410668521393	0.374509422338464
WFS1	1.34308821788832	0.000859739464881319	0.776472255856463	0.0112191667478683	-0.566615962031859	0.0890194869136606
SLC1A5	1.9000244363887	0.000876235606830311	2.01403620981248	0.000416135631493633	0.11401177342378	0.828862518909669
PLXNA1	-1.50952636839181	0.000876235606830311	-0.795812320554772	0.0158586009459925	0.713714047837042	0.0664254519768061
C17orf51	1.52914672383763	0.000876235606830311	2.18921604605144	8.08622207569691e-05	0.660069322213806	0.0774475329152954
ABCC2	-1.26631357616815	0.00088267635734163	-0.808231183744144	0.00673009456879538	0.458082392424005	0.140761541188904
SFTA3	-1.21705664436995	0.00088328679289318	-2.47108834141384	1.27410506784701e-05	-1.25403169704388	0.00337892061417694
CLIC4	1.4446795240997	0.000883324034256623	1.09714413500815	0.00274222074806092	-0.347535389091549	0.312841665335309
SLC38A2	1.44824531736135	0.000885858753227085	1.26430769609446	0.00123993666986327	-0.183937621266893	0.616561610475764
INSM1	1.79086304088633	0.000893638862276482	1.00825806032795	0.0125625580778584	-0.782604980558382	0.0800118624771437
ERN1	1.20178433481415	0.00089984264503016	1.72745288354489	8.32099146310072e-05	0.525668548730736	0.0831336807728516
PHGDH	1.6552988568581	0.00089984264503016	1.40838178514776	0.00146929233856626	-0.246917071710335	0.549527251830958
TIMM44	1.3136841056955	0.00089984264503016	0.937523004745899	0.00399131934413437	-0.376161100949603	0.227480687665962
USP36	1.17217147314804	0.00089984264503016	1.00603659641121	0.00141959025124796	-0.16613487673683	0.574391036684563
PEAR1	1.93434806821195	0.000901754562963716	2.06886790477743	0.000386443016933985	0.134519836565485	0.781325003009363
P2RY2	-2.1491711724905	0.000904674842450768	-1.94355109374443	0.000821376340281324	0.205620078746064	0.759894030320929
SLC16A12	-1.11039571848153	0.000908831428910773	-1.29015333481005	0.000260161836271678	-0.179757616328525	0.524742747049665
IPP	-1.05988244734544	0.000911068051407254	-0.97511167560191	0.000963160861657108	0.084770771743532	0.774567304980485
FOXQ1	3.83490685682533	0.000924928421976569	4.17428239020724	0.000279069044978999	0.339375533381903	0.608696242302099
ARFGAP3	0.961048136938046	0.000924928421976569	0.431712177533252	0.0378900462194397	-0.529335959404794	0.0405196458377171
PDE7B	2.57287866504463	0.000929215847386106	0.719140508434592	0.219727438686918	-1.85373815661004	0.0100066629014147
MANF	1.72615909534446	0.000938146757351987	0.969133961976527	0.0133690555260171	-0.757025133367931	0.0814594256303609
GABARAPL1	1.24700171181253	0.000940158224395217	1.4146523215663	0.000312771326934283	0.167650609753766	0.59843359560792
TEK	8.32676938987107	0.000950355370089904	6.62336401941414	0.0068995226184307	-1.70340537045693	0.0541579277743781
ROR1	-1.70889005333881	0.000950355370089904	0.242774671227845	0.473617573508593	1.95166472456665	0.00203920774736528
HSD17B7	1.27522596998872	0.000950355370089904	0.882753130692602	0.00500161347942327	-0.392472839296121	0.207032906960961
SETX	1.37715832285314	0.000951805418075883	0.542775883145014	0.0607948760928697	-0.834382439708123	0.0278618491971872
SLC26A9	-2.79831758953115	0.000951805418075883	-4.11602872396202	0.000133188496359989	-1.31771113443088	0.251600758362181
SEC23B	1.00208095310772	0.000962089597026701	0.754517303673689	0.0032607898245832	-0.247563649434033	0.313666830834374
KANK2	-2.28617766605246	0.000962089597026701	-2.12660887708577	0.000821376340281324	0.159568788966685	0.819860512516994
CXXC4	-1.84050185228096	0.000962089597026701	-1.92179692481689	0.000510644917825535	-0.0812950725359291	0.882479248917925
PGM3	1.28317840699514	0.000963123912017878	1.34513872883398	0.000509164037580239	0.0619603218388444	0.869273203055213
PPAT	1.11833449310244	0.000963123912017878	0.619384728510667	0.0153684140697307	-0.498949764591771	0.0819630902676361
ALDH1L2	2.62517459461826	0.000963813194891389	2.99225761186417	0.000331144403634387	0.367083017245916	0.564281346598797
CPEB4	1.6884531671187	0.000967977735515439	1.19092753964825	0.0044604699574941	-0.497525627470454	0.223806975165186
ARL1	1.14933893582224	0.000986532877435518	0.784664689116149	0.00563025546649246	-0.36467424670609	0.197776774683823
LINC00888	1.66204194800509	0.00100650932342294	1.01627120895143	0.0102099757477214	-0.645770739053659	0.114816206672258
NPNT	2.11481860569721	0.00100650932342294	4.15918939990247	1.27410506784701e-05	2.04437079420526	0.00228431321948355
EAF2	2.02775873328104	0.00101264550978149	1.52615967577786	0.00358008633382559	-0.501599057503179	0.27465774300104
SLC4A11	-1.53955536602363	0.00102288294374596	-0.993153592485471	0.0067371827021138	0.546401773538158	0.164939542583462
DDX18	1.02259050868845	0.00103868475213419	0.606481804780947	0.0119339890610845	-0.416108703907502	0.113041601342357
ANXA6	1.59262377976837	0.00104680802964644	0.220197481980484	0.536223695299767	-1.37242629778789	0.00688040246697221
JOSD1	1.03760886752271	0.00105151031743143	1.4703416153482	0.000100942356077946	0.432732747825496	0.104707416654659
INSR	-0.993217291856829	0.00106064985140392	-0.626202094840669	0.00883092528785983	0.36701519701616	0.14674492581711
MARCH4	-1.66071301780347	0.00106064985140392	-0.923905903402287	0.0139605143406269	0.73680711440118	0.0898804028707935
BCL6	1.48949965289837	0.00109074555534454	0.682697826115606	0.0379424605290167	-0.806801826782761	0.0458916008954659
ARF4	1.05837427823829	0.00109372166943188	0.647129850121876	0.0107435483897901	-0.411244428116418	0.129283909594841
RAB39B	1.61426865855325	0.00109934471555394	1.72780089671985	0.000500231244899461	0.113532238166605	0.803430953062756
SMOX	1.71150390572858	0.00111962125639017	2.46443643675347	9.26697093875752e-05	0.752932531024888	0.0759269739787742
LINC01521	-1.9469650872911	0.0011232061321107	-0.987654446991016	0.0180736562672976	0.959310640300086	0.0741172198486822
KIFC3	1.71085759309838	0.0011232061321107	1.53660963798814	0.00134226761754572	-0.174247955110231	0.698203338591796
SERPINB8	2.20470532696016	0.00115354894805402	2.04260332905211	0.0011575400333294	-0.162101997908051	0.786561431441006
NR1D1	-1.62918567128123	0.00115479973057838	-0.283335010439651	0.395008111717676	1.34585066084158	0.00905738797752369
SLC44A5	-1.08187504925557	0.00116293359302629	-1.05199729091613	0.000910994815715096	0.0298777583394455	0.934797479641094
LOC105274304	-2.86729443671353	0.00116293359302629	-2.0364412976077	0.00222752767490247	0.830853139105836	0.372318238634615
TCEA1	1.06920421394529	0.00117326998658236	1.9808995831312	2.35739128363502e-05	0.911695369185919	0.00793196398680274
PTPRM	2.11991414343111	0.00117326998658236	1.27125897288912	0.011378062403919	-0.848655170541997	0.117236842771359
AMOT	-1.25007647555715	0.00117326998658236	-1.23254255250586	0.000821376340281324	0.0175339230512884	0.968845792567656
IBTK	1.47399102458414	0.00118084992821232	1.22374691194347	0.00223962215014583	-0.250244112640671	0.513514815482463
TGIF1	1.19700391230507	0.00118084992821232	1.1333395156981	0.00109200662458585	-0.0636643966069712	0.861212247962484
BARX1	-1.5644368069477	0.00118134565828843	-1.79096901382973	0.00036959134426837	-0.226532206882022	0.590437853504585
PBX1	-1.51354361897112	0.00118134565828843	-1.53595424921029	0.00075257051549878	-0.0224106302391714	0.967289070590906
NFIA	-2.99989968776316	0.00119402510287183	-0.628891099473452	0.17660614004667	2.37100858828971	0.0143222234433856
INHBE	4.64412473415994	0.00119566274740816	6.14071626891822	0.000128711860274796	1.49659153475828	0.0701870459369749
TACC2	2.14301728696414	0.00120250399631581	1.79212970006171	0.00214560531069212	-0.350887586902429	0.519861702717659
KCNN3	-2.37669439198063	0.00120458191382634	-1.57838069355592	0.0044431926242602	0.798313698424704	0.228026588670251
KLHL41	2.61796150916283	0.00120608457380455	3.46466079316978	0.000130762989745538	0.846699284006946	0.12553805776402
DRAIC	-2.08242659059809	0.00121524503164986	-2.06591351525485	0.000821376340281324	0.0165130753432417	0.983243567955229
TMEM41B	1.30052375552476	0.00121524503164986	0.792115007095348	0.0118076638567674	-0.508408748429411	0.131681600977012
TUBE1	1.98728542735458	0.00122444022886832	1.72484351165263	0.00181466814204464	-0.262441915701956	0.607902910925664
MN1	-1.82178141105813	0.0012303605208794	-2.38504237966995	0.000199113037401008	-0.563260968611824	0.267575931494283
DGAT2	-3.9281068960176	0.00124844713051765	-2.77523819950075	0.00190533654785521	1.15286869651685	0.468873003628482
EIF2AK3	1.2698353563757	0.00129325381987189	0.82797584540718	0.00883092528785983	-0.441859510968524	0.178299989037013
KIAA1024	1.75127690146548	0.00129325381987189	1.92218835115571	0.000476830199997507	0.170911449690228	0.709145328910743
SIX2	-1.43244846465959	0.00129750659720806	-1.40934831220778	0.000921075349895501	0.0231001524518086	0.965748400085263
PIANP	-1.81553322416015	0.00129750659720806	-2.09865210411957	0.000372945107561025	-0.283118879959429	0.590437853504585
GJB1	-1.49769766773499	0.00129969347528793	-1.00225565812008	0.00691152080787218	0.495442009614909	0.207494188351362
UHRF1BP1	1.05432772924736	0.00132827560100008	0.744866437150359	0.00606642389482387	-0.309461292096998	0.253789560159543
NRN1	-1.19000371216566	0.0013409666578563	-1.1418437443098	0.00112795483394206	0.0481599678558581	0.901830817757033
YPEL1	-1.72821411778138	0.0013409666578563	-1.04287980283312	0.00991582609725527	0.685334314948257	0.147352011621725
LIN52	1.07958180108988	0.0013409666578563	0.508547469554739	0.0403219821604211	-0.571034331535139	0.0569306308279113
SSTR1	1.51285985652675	0.0013409666578563	3.33546872663258	8.46447569698958e-06	1.82260887010583	0.000774908681998791
AARS	1.15798932534031	0.0013409666578563	1.16058068831812	0.00090521696286883	0.0025913629778103	0.995389134204825
FBXO16	1.46670254660336	0.0013409666578563	1.04787547553268	0.00578924598706706	-0.418827071070678	0.25917595804496
BCL3	-1.97552240315737	0.0013409666578563	-1.79586629991412	0.0012292405075117	0.179656103243254	0.774567304980485
MTO1	1.18601942544898	0.0013409666578563	1.33193092771898	0.000456510687456124	0.145911502269993	0.65209855892938
RASSF2	-1.60501209078644	0.0013424855220278	-1.51289242427753	0.0011379989275326	0.0921196665089033	0.859647836053397
ZDHHC14	1.40582869009773	0.00135627700150711	1.42885449075533	0.000823006277799234	0.0230258006575959	0.963456151928458
RRBP1	1.25916458685046	0.00135672952699811	0.687093721174167	0.0214283883072953	-0.572070865676293	0.0927069365903909
OGFRL1	1.56277627088414	0.00135672952699811	1.26645791183715	0.00293078995273852	-0.296318359046987	0.469215000118947
LTBP2	-2.62274379216885	0.00137131647027412	-1.62598506637801	0.00569804315357321	0.996758725790844	0.204757022654468
SPTSSB	-2.94930302251844	0.00137480700683267	-1.94491430953764	0.00501542703849325	1.0043887129808	0.229973764135857
RASGEF1B	1.48913717912686	0.00138442388162352	1.36471472407297	0.00148467983687868	-0.12442245505389	0.7670492486598
ZCCHC2	1.22671528110733	0.00138442388162352	0.557850675726721	0.0471670183699969	-0.668864605380612	0.0523375837317584
MRC1	5.16077932869257	0.00138442388162352	4.47011546827152	0.00372144899813931	-0.690663860421046	0.386713213829489
ULBP2	1.2468863491727	0.00138442388162352	1.111528212477	0.00178068202284787	-0.135358136695706	0.694408545751029
NEDD4	1.22503768078702	0.00139238562161952	1.66128860544172	0.00016579820989629	0.436250924654695	0.171379088086263
CA5B	1.35727207998418	0.00142200931976214	1.18867719114436	0.00199402382347886	-0.16859488883982	0.643382240777619
ABCF3	0.982979823411649	0.00142924008570024	0.70277215536842	0.00617135912042399	-0.28020766804323	0.272764787341839
LOC652276	1.68439860906389	0.00142957025902863	1.27026770963315	0.00471350555919815	-0.414130899430736	0.318372953893588
SHROOM3	-1.17308209893615	0.00143232741928613	-1.528949113249	0.000222720738007177	-0.355867014312841	0.249354809760448
PELI1	1.10213876507905	0.0014394848824706	0.37345505297589	0.124342292334283	-0.728683712103155	0.0268126679075827
SIAH2	1.103364750386	0.0014394848824706	0.92075953966488	0.00268051865303518	-0.182605210721123	0.540837606407477
