Geneid	dmso_24h_n_1	dmso_24h_n_2	dmso_24h_n_3	thapsigargin_6h_n_1	thapsigargin_6h_n_2	thapsigargin_6h_n_3	thapsigargin_24h_n_1	thapsigargin_24h_n_2	thapsigargin_24h_n_3
Gpr55	0	5	1	1	5	34	4	0	0
Spata3	0	5	0	0	21	0	0	0	0
2810459M11Rik	0	0	0	0	35	2	13	0	3
Psmd1	9266	9366	8465	8715	2858	4773	9617	7710	9885
Htr2b	0	2	1	0	16	1	7	4	4
Armc9	989	1001	955	994	373	621	897	603	766
B3gnt7	50	58	48	39	49	41	62	44	80
Ncl	15826	13855	14398	18797	6086	10313	21724	18312	22141
Snora75	20	22	49	39	13	5	39	19	36
Gm24148	149	58	77	135	28	72	216	129	102
Snord82	6	2	1	11	4	10	12	0	8
C130036L24Rik	47	19	22	33	34	34	49	29	43
Nmur1	0	5	1	1	20	0	11	0	3
1700019O17Rik	0	0	0	8	27	17	3	0	0
Ptma	23509	25071	22744	14860	5404	9859	20183	15986	21443
Pde6d	1208	1362	1136	990	380	777	1343	1301	1503
Cops7b	677	715	704	750	237	368	867	756	853
Nppc	22	47	18	14	27	62	32	34	28
Dis3l2	1283	1456	1407	1288	475	844	1366	1214	1313
Alppl2	0	0	0	2	29	6	7	11	0
Alpi	4	0	2	0	42	4	1	0	0
Akp3	0	0	1	3	47	20	12	0	0
Ecel1	314	330	292	136	139	48	126	80	70
Prss56	0	0	1	10	72	26	16	0	7
Chrnd	4	2	6	14	60	48	13	7	2
Chrng	0	4	2	7	65	0	6	10	0
Eif4e2	1698	1677	1575	1471	552	637	1893	1510	1790
Efhd1	29	22	20	37	26	10	5	5	15
Gigyf2	3921	3312	3515	3308	1113	1760	4713	3674	3942
Kcnj13	11	28	13	6	8	0	2	0	7
3110079O15Rik	0	2	0	0	15	0	0	0	5
Ngef	58	83	129	65	109	77	115	34	102
Neu2	0	0	0	3	20	0	0	0	2
Inpp5d	0	0	2	5	106	61	13	8	0
Atg16l1	1494	1207	1469	1615	566	1113	1854	1345	1531
Scarna6	137	116	156	107	35	108	127	65	222
Sag	8	7	13	4	46	66	17	15	8
Dgkd	5754	5774	6087	6574	2173	4188	6398	5856	6648
Usp40	1873	1349	1728	1547	621	940	2259	1451	1797
Ugt1a10	0	0	0	0	1	0	0	0	0
Ugt1a9	436	379	411	280	68	124	94	87	143
Ugt1a7c	0	2	7	6	5	0	3	7	1
Ugt1a6b	14	5	10	13	19	26	3	21	1
Ugt1a6a	136	140	96	78	39	51	469	327	406
Ugt1a5	16	3	1	6	10	0	25	14	2
Ugt1a2	0	1	0	17	11	0	17	10	2
Dnajb3	0	0	0	1	10	27	5	0	0
Ugt1a1	0	5	3	10	48	28	14	6	0
Mroh2a	74	66	65	97	769	458	144	18	24
Hjurp	3242	2507	2794	3573	1260	1539	2747	1807	2358
6430706D22Rik	0	0	0	0	0	0	0	0	0
A730008H23Rik	10	0	1	0	0	0	6	0	0
Trpm8	11	15	2	7	107	12	25	4	25
Spp2	70	53	37	34	30	44	10	0	6
Glrp1	0	3	0	6	11	29	8	10	4
Gm19589	4	2	1	3	17	0	2	0	0
Arl4c	1577	1718	1782	1684	600	1212	1309	1126	1433
Platr5	0	0	0	1	21	0	1	0	0
1700067G17Rik	0	1	0	0	12	0	14	6	0
Sh3bp4	1073	1370	1252	1062	409	756	889	845	1162
C030007H22Rik	5	1	1	6	4	0	7	0	0
Agap1	19361	19794	20249	24537	8843	14284	31803	26390	32531
4933400F21Rik	0	4	2	0	39	14	0	0	1
Gbx2	18	7	5	7	29	0	7	15	14
Asb18	0	0	3	9	45	0	0	0	0
Iqca	4	1	3	4	49	15	3	4	7
Ackr3	5	1	4	22	20	0	6	0	2
Cops8	2698	2821	2642	2681	969	1833	3450	2777	3460
Col6a3	578	580	564	104	232	164	100	102	124
Mlph	49	84	66	68	81	99	34	50	8
Prlh	0	0	0	0	13	0	0	0	0
Rab17	66	63	73	45	39	36	26	20	45
Lrrfip1	691	732	705	667	278	510	942	791	944
Rbm44	4	1	0	1	15	16	1	0	1
Ramp1	7	15	12	22	49	0	15	13	12
Ube2f	987	905	811	1328	395	858	1419	1135	1307
Scly	4079	3964	3618	4144	1282	2370	5751	4570	5531
Espnl	35	18	43	20	111	56	35	43	25
Klhl30	8	6	0	2	48	32	13	0	4
Fam132b	4	12	12	9	55	65	15	8	7
Ilkap	1765	1245	1364	1695	491	809	1958	1345	1649
1700020N18Rik	0	4	17	1	17	7	0	3	3
Hes6	582	567	508	461	178	253	491	458	671
Per2	3792	2332	2983	3906	1167	2297	3972	2423	2671
Traf3ip1	710	671	870	776	310	529	699	590	684
Asb1	3631	3828	3605	2865	1031	1739	2917	2533	2973
Twist2	10	14	15	6	22	11	30	10	8
Hdac4	1785	1714	1844	1489	634	797	1911	1425	1687
Ndufa10	2866	3215	2924	2788	1009	1674	3215	2783	3320
Mir6900	1	0	0	4	1	0	5	0	5
Olfr1416	0	0	0	0	11	0	0	0	0
Olfr1415	0	0	1	0	11	0	0	4	0
Olfr1414	0	3	0	0	17	0	6	0	0
Olfr1413	0	0	0	0	17	9	0	0	0
Olfr1412	0	0	0	0	10	14	0	0	0
Olfr1411	0	0	0	0	14	19	0	0	0
Olfr1410	0	0	0	0	13	52	0	0	0
Olfr12	0	1	0	1	20	0	0	0	0
Myeov2	977	1296	1034	609	246	446	894	857	1016
Otos	0	1	1	0	15	0	4	3	0
Gpc1	2714	3083	2725	2142	869	1398	3095	2475	3212
Mir149	0	0	2	0	2	0	3	0	0
Ankmy1	3	39	32	33	88	53	25	14	17
Dusp28	406	391	349	428	163	225	339	338	443
Rnpepl1	1964	1692	1712	1351	507	717	2117	1528	1672
9430060I03Rik	73	45	40	40	29	0	73	59	41
Capn10	808	695	843	657	348	418	794	742	735
Gpr35	9	18	15	15	47	16	22	0	23
Aqp12	0	4	0	2	12	0	4	0	0
Kif1a	19488	18518	17059	15655	5357	8751	17114	13812	14675
Agxt	0	0	1	0	45	58	1	0	4
2310007B03Rik	0	0	2	1	41	3	5	0	0
Sned1	318	199	471	318	200	261	561	487	528
Mir6901	0	0	0	0	0	0	0	0	0
Mterf4	626	477	508	612	209	390	527	374	573
Pask	1165	1009	993	1646	603	873	1080	890	1004
Ppp1r7	2746	2801	2839	2822	978	1853	2630	2264	2714
Mir6902	8	0	2	0	0	0	0	2	0
Mir6345	12	16	9	1	2	0	10	17	6
Ano7	9	2	3	8	80	10	32	0	3
Hdlbp	32557	29861	28038	33844	11715	20710	45892	37988	44198
Sept2	10274	9735	9858	8451	2951	5095	9941	7719	10307
Farp2	1137	1192	1039	987	361	571	1379	944	1155
Stk25	5366	4682	5312	4640	1543	2855	4824	3848	4702
Bok	212	205	200	86	67	145	125	103	150
Thap4	837	756	711	911	308	655	854	771	849
Atg4b	1827	1786	1787	1738	632	1138	2044	1548	1990
Dtymk	2231	2028	1773	1956	615	1200	1911	1267	1825
Ing5	2033	1686	1637	2466	750	1359	2189	1772	2241
D2hgdh	913	831	883	748	287	550	956	751	895
Gal3st2	0	0	1	12	12	0	8	16	0
Gm9994	0	0	0	0	2	0	0	0	0
Gm6086	0	0	3	0	40	41	10	9	2
Neu4	0	2	0	3	51	64	6	0	0
Pdcd1	0	0	0	5	25	0	7	5	1
4930440C22Rik	0	0	1	0	3	0	0	0	0
Fam174a	1141	989	1057	710	268	470	963	818	955
St8sia4	556	563	497	351	109	328	421	346	357
4930598F16Rik	0	0	0	6	1	2	2	0	0
1700063A18Rik	0	0	0	1	1	0	0	0	0
4930533P14Rik	0	3	0	0	2	16	0	0	0
Slco4c1	30	41	30	53	30	48	41	14	48
Panct2	148	145	150	322	86	187	339	219	330
Slco6b1	0	1	0	0	7	16	0	4	0
Slco6c1	0	0	0	0	6	0	9	0	1
D1Ertd622e	4419	4330	4132	4954	1700	3012	3593	3043	3802
Ppip5k2	4112	3311	3471	5275	1609	2591	7248	5209	6252
Gin1	487	343	371	420	118	222	479	407	428
Pam	21607	22924	22516	16392	6170	10493	26458	23009	27201
B230216N24Rik	113	97	90	187	47	84	177	88	127
1810006J02Rik	0	1	0	4	3	10	3	0	0
Slco6d1	0	0	0	0	9	15	1	0	0
Cntnap5b	470	426	251	268	122	93	76	73	88
Gm20268	0	0	0	0	7	0	2	0	0
Cdh20	15	16	8	4	36	12	8	11	11
Rnf152	276	318	417	194	167	180	221	173	269
Pign	3116	2716	2868	2886	968	1636	3563	2513	3212
2310035C23Rik	4041	3132	3678	4108	1291	2293	3663	3030	3194
Tnfrsf11a	289	336	325	189	115	218	221	181	244
Zcchc2	3498	2762	2920	2307	717	1356	2715	1758	2270
Gm20753	12	2	3	1	5	0	11	19	13
Phlpp1	5417	5491	5037	6200	1974	3816	4657	3735	4536
Bcl2	1524	1366	1427	1692	579	870	1409	1009	1168
Mir3473f	10	0	0	2	0	0	0	0	1
Kdsr	1265	1257	1114	1063	366	678	1654	1238	1537
Vps4b	4175	4058	4263	4081	1482	2414	5005	4206	5116
Serpinb5	0	0	4	0	10	16	8	3	3
Serpinb12	0	1	0	8	10	0	0	0	3
Serpinb13	0	0	0	7	22	0	0	0	0
Serpinb3a	0	4	0	5	2	0	38	63	75
Serpinb3d	0	0	0	0	0	0	7	0	4
Serpinb3b	0	2	0	0	3	0	7	0	0
Serpinb3c	6	0	0	9	8	0	2	0	3
Serpinb11	6	4	2	0	2	0	4	0	0
Serpinb7	0	11	1	16	6	0	38	21	35
Serpinb2	0	0	0	0	2	0	0	0	4
Serpinb10	0	0	0	13	7	0	0	0	3
Serpinb8	2880	2421	2220	2575	881	1641	2839	2181	2735
D830032E09Rik	0	2	0	3	9	0	8	0	15
Cdh7	208	167	155	112	65	49	136	111	139
Cdh19	37	27	40	9	14	15	44	36	39
Dsel	2634	2423	2363	1866	640	958	2219	1596	2326
Cntnap5a	54	42	38	28	42	55	49	70	38
Tsn	6336	6314	5976	5296	1784	3220	6018	4628	6252
Nifk	1810	1982	1676	2328	766	1342	2501	2349	2587
Clasp1	6987	5930	6254	6326	2149	3813	9649	7348	8503
2900060B14Rik	212	289	246	207	62	122	262	296	400
Tfcp2l1	1202	1206	1087	908	402	496	1022	914	917
Gli2	801	522	592	595	308	307	814	606	589
Mir6346	0	1	0	0	1	0	0	0	0
Inhbb	56	58	69	55	66	16	55	79	94
Ralb	924	1022	890	838	332	525	1000	768	1222
Tmem185b	811	833	825	862	292	463	1210	1103	1326
3830432H09Rik	19	10	27	18	19	9	13	31	11
Epb4.1l5	2296	2296	2299	2137	705	1439	1890	1407	1518
Ptpn4	5257	4394	4498	3906	1181	2066	4201	3514	3951
Tmem177	519	587	547	548	200	354	781	553	718
Cfap221	0	0	5	4	44	15	9	0	2
Sctr	11	2	1	3	53	44	14	0	0
Tmem37	10	16	13	4	16	12	37	14	12
Dbi	638	750	663	390	145	284	515	465	556
3110009E18Rik	60	79	58	58	27	34	76	48	67
Steap3	99	102	111	43	72	0	63	46	78
C1ql2	0	2	0	5	58	28	9	0	3
Marco	0	1	4	0	40	40	1	0	0
En1	50	38	33	44	35	18	23	10	28
Celrr	0	0	0	0	4	0	0	4	0
Insig2	3065	2803	2810	2825	951	1624	2684	2273	3008
Ccdc93	1236	1101	1273	1218	415	560	1505	1337	1464
Htr5b	16	6	8	12	28	0	10	8	7
Ddx18	1216	1296	1308	1699	556	936	1978	1776	1993
Dpp10	3666	3983	4026	2424	839	1384	1109	809	992
Actr3	7941	8440	8102	7921	2880	4914	9747	8489	10375
Slc35f5	2380	2053	1943	2353	833	1305	3991	3127	3734
Gpr39	121	103	106	110	47	83	154	194	144
Lypd1	5	6	9	20	29	0	11	3	10
Nckap5	28	30	29	82	98	56	44	54	52
Mgat5	2370	2716	2792	1681	750	1011	2200	1571	1996
Tmem163	919	899	753	816	304	447	704	467	645
Acmsd	0	1	0	1	12	17	2	4	2
2900009J06Rik	9	6	0	6	15	0	12	7	4
Ccnt2	3423	2400	3034	3622	1074	1878	3941	2845	2996
Map3k19	105	99	143	46	60	86	56	22	22
Rab3gap1	3671	3585	3564	4062	1423	2358	4269	3555	4049
Zranb3	725	676	687	777	229	545	837	561	665
R3hdm1	7497	6359	6556	7094	2229	3797	8402	6152	7768
Mir128-1	0	0	4	4	3	0	11	0	2
Ubxn4	4282	4020	4008	5876	2014	3567	7062	6050	7268
Lct	3101	2769	2822	2367	752	1526	2541	2063	2769
Mcm6	10701	10398	9818	12443	4204	6850	10913	9065	11527
Dars	3992	4161	3706	3646	1434	2402	4289	3785	4472
Cxcr4	139	179	137	127	62	93	101	92	91
Thsd7b	57	75	72	31	64	100	47	40	46
Cd55b	0	5	0	0	3	0	0	0	0
Cd55	151	120	170	65	51	79	204	142	226
Zp3r	0	0	0	2	14	0	1	0	0
C4bp	5	2	12	3	7	8	18	14	11
C4bp-ps1	23	8	17	8	3	7	13	10	8
Pfkfb2	8032	6158	7521	6852	2349	4037	5824	4322	4902
Yod1	2079	1661	1939	1741	528	912	2074	1539	1753
AA986860	64	72	84	64	58	85	66	58	81
Fcamr	0	0	6	11	30	1	0	0	1
Pigr	20	19	25	19	47	16	6	22	17
Fcmr	0	3	1	3	37	0	4	0	0
Il24	0	0	1	0	18	0	10	8	0
Il20	0	0	0	0	6	0	0	0	0
Il19	0	0	0	0	10	0	3	0	0
Il10	0	2	0	0	11	19	0	0	0
Mapkapk2	1621	2021	1838	1917	748	1151	1827	1446	2031
Dyrk3	751	757	856	746	272	520	537	633	683
Eif2d	1650	1456	1491	1636	589	900	2214	1831	1919
Rassf5	1125	1133	1279	637	207	403	458	388	448
Ikbke	895	624	743	828	317	498	1188	890	683
Srgap2	2416	1893	2251	2324	685	1320	2272	1488	2078
Fam72a	107	116	107	113	38	88	112	102	107
Avpr1b	0	1	0	9	24	25	4	0	0
Ctse	0	0	3	0	24	38	5	14	0
Rab7b	0	0	0	0	33	22	0	0	0
Slc26a9	0	0	1	2	46	63	21	0	1
Pm20d1	0	3	0	2	40	64	0	12	4
Slc41a1	908	901	1002	638	268	394	1082	895	1140
Rab29	54	27	34	4	26	13	38	15	28
Nucks1	36524	36904	35634	26262	9560	15276	25571	21021	25562
Slc45a3	7	9	8	4	61	47	27	26	36
Elk4	3019	2893	2739	2521	909	1753	3057	2396	2869
Mfsd4	60	34	86	31	88	71	178	48	118
Cdk18	711	676	646	813	339	604	1051	862	982
Lemd1	0	5	3	0	2	10	0	0	3
Mir135b	0	0	0	0	7	0	0	0	0
Klhdc8a	863	951	829	727	326	460	1370	1037	1026
Nuak2	1008	1018	1065	935	425	877	1062	828	954
Tmcc2	2914	3195	3045	2373	962	1572	2353	2055	2496
Dstyk	2115	2128	2215	2171	841	1224	2597	2063	2530
Rbbp5	2241	1909	2105	2380	947	1383	2850	2253	2974
Tmem81	268	205	273	186	87	96	252	160	224
Cntn2	154	152	169	111	223	192	126	88	100
Nfasc	7326	8043	7915	5632	2219	3574	7017	5445	6047
Gm10538	0	0	0	4	15	31	0	0	0
Lrrn2	1038	1232	1253	249	200	228	458	433	563
Mdm4	7729	5198	7106	8853	2551	4976	9413	6116	6772
Pik3c2b	748	584	650	520	255	409	538	454	483
Ppp1r15b	9254	8867	8626	10835	3420	5442	17746	15776	19459
Plekha6	7083	6716	7071	6928	2256	3790	6323	5004	5415
Gm19461	2	9	0	6	20	8	0	0	4
Golt1a	268	248	227	148	80	135	183	168	151
Kiss1	0	12	4	23	15	0	0	0	1
Ren2	0	0	1	0	1	0	0	0	0
Ren1	0	0	0	0	0	0	0	0	0
Etnk2	141	147	195	184	98	163	219	187	173
Sox13	91	107	93	96	138	159	83	72	116
Snrpe	1420	1294	1246	987	337	689	1075	915	1124
Zc3h11a	6419	5344	6333	6931	2125	3886	7254	5691	6740
Zbed6	6065	3869	5372	5655	1522	2480	5391	3963	4245
Lax1	5	4	1	5	17	4	12	0	2
Atp2b4	2600	2646	2610	1504	551	869	1283	859	1000
Mir6903	0	0	0	0	0	0	0	0	0
Optc	17	0	7	3	35	35	21	8	9
Prelp	0	4	0	0	34	0	5	5	1
Fmod	0	3	2	0	43	34	3	0	6
Btg2	2936	2409	2350	3273	971	1894	2858	2284	2945
Chit1	0	0	3	3	30	56	42	4	1
Chil1	0	1	2	5	46	67	7	0	0
Mybph	107	97	120	104	70	67	120	69	127
Adora1	3393	3721	3061	2014	767	1305	2765	2165	2722
Myog	0	0	0	0	31	10	4	0	0
Ppfia4	198	153	208	144	220	232	119	154	99
Tmem183a	5019	4664	4560	4825	1663	2473	4601	3875	4628
4933406M09Rik	0	2	0	0	17	27	0	0	0
Cyb5r1	1663	1295	1413	3343	1261	2120	9140	7280	8661
Adipor1	6849	7061	6522	4970	1887	3325	6212	4569	6553
Klhl12	1359	1269	1190	1227	385	735	1352	1337	1385
Rabif	1510	1386	1307	1285	415	811	1622	1273	1822
Mgat4e	2	2	4	0	17	35	0	0	0
Kdm5b	2827	2711	3009	3003	1122	1695	3170	2389	2768
Syt2	1826	1846	1958	629	297	455	908	709	793
Ppp1r12b	1013	917	1092	1278	486	692	1177	852	950
Ube2t	1219	1202	1043	976	358	493	773	650	768
Lgr6	21	25	26	19	88	36	25	23	13
Ptprv	5	5	16	28	186	117	53	0	18
Ptpn7	26	18	18	11	60	16	23	16	5
Arl8a	2500	2608	2383	1925	751	1252	2767	2456	3186
Gpr37l1	0	0	1	8	32	0	9	0	0
Elf3	685	671	767	622	274	305	729	705	741
Rnpep	1394	1395	1473	1093	418	742	1126	1052	1233
Timm17a	1536	1543	1512	1314	485	859	1446	1629	1775
Lmod1	4	4	0	3	45	70	1	0	0
Shisa4	278	295	351	242	88	166	219	226	330
Ipo9	12224	11324	10223	10826	3393	5509	10452	8304	9970
Nav1	5345	4307	4931	3579	1252	1922	4194	2779	2958
Mir1231	0	0	0	0	0	0	0	0	0
Csrp1	1296	1623	1339	1348	567	973	1775	1441	1931
Phlda3	36	58	52	40	44	11	75	57	67
Tnni1	0	0	5	5	31	25	7	0	0
Lad1	88	69	136	69	90	46	103	94	172
Tnnt2	0	1	1	11	41	36	3	0	0
Pkp1	11	14	5	1	94	104	13	9	18
Igfn1	4	14	7	16	136	148	49	5	5
Tmem9	976	1242	991	731	268	680	1022	803	1148
Ascl5	0	0	0	0	5	0	8	3	2
Cacna1s	84	79	82	70	194	56	88	18	40
Gm15850	0	2	0	0	31	0	30	19	13
Kif21b	763	682	918	791	430	637	1891	1261	1388
5730559C18Rik	167	193	223	206	150	85	124	93	141
Gpr25	11	8	7	18	59	34	10	16	10
Camsap2	8313	7466	7678	8611	2795	4961	8364	6438	7858
9230116N13Rik	116	79	70	78	33	37	85	34	62
Ddx59	526	610	534	566	165	355	663	498	579
Kif14	1746	1599	1641	1498	459	915	1001	761	897
Zfp281	1734	1413	1667	1367	516	777	1605	1242	1620
Gm19705	0	1	1	0	0	0	7	7	4
Platr22	0	0	2	0	10	0	0	0	0
Nr5a2	0	1	0	5	28	6	14	0	1
Mir181a-1	0	0	3	0	1	0	0	1	0
Mir181b-1	3	4	8	6	3	0	1	0	6
Ptprc	8	16	19	21	51	13	13	6	13
Atp6v1g3	0	0	0	0	3	0	1	0	0
Nek7	1620	1764	1660	1443	615	799	2903	2278	2985
Gm5833	0	1	0	0	2	0	2	0	1
Lhx9	11	5	13	5	43	9	11	23	12
2310009B15Rik	163	203	158	84	59	13	172	177	183
Dennd1b	2417	2061	2263	2219	641	1169	2653	2066	2423
4930596I21Rik	33	19	21	18	11	0	32	20	5
Crb1	106	144	145	97	63	76	119	51	90
4933436E23Rik	8	0	4	0	16	15	0	0	1
Zbtb41	6102	4965	5775	4831	1465	2323	5469	4226	5604
Aspm	6163	5295	5298	4385	1462	2339	4033	2788	2979
F13b	0	1	2	4	13	0	3	0	2
Cfhr1	0	0	0	0	5	15	0	0	1
Gm4788	6	4	2	4	3	0	0	9	2
Cfhr2	4	0	0	3	1	0	6	0	2
Cfh	0	1	1	0	11	0	4	0	4
Kcnt2	293	186	199	453	163	154	945	671	752
4930590L20Rik	0	0	0	0	7	0	0	0	0
Cdc73	3164	2668	2691	2968	999	1802	3684	2596	3430
B3galt2	972	979	951	759	244	443	320	340	407
Glrx2	988	880	958	1176	366	615	1297	956	1345
Trove2	9489	8363	9007	6411	2317	3797	7100	5265	6616
Uchl5	1855	1694	1636	2123	698	1241	1890	1600	2005
Rgs2	1267	955	1007	1229	469	736	1282	1097	1271
Rgs13	0	1	0	0	1	0	0	0	0
Rgs1	0	6	0	0	4	0	0	0	0
Rgs21	0	0	1	0	1	0	3	0	2
Rgs18	14	0	0	0	0	0	7	7	2
Brinp3	7	3	2	4	33	14	10	5	11
Pla2g4a	11	6	3	8	26	0	22	29	49
Mir7652	0	0	0	0	0	0	0	0	0
Ptgs2os	0	0	0	6	12	0	7	0	0
Ptgs2	64	45	38	292	104	126	556	546	530
Ptgs2os2	0	1	1	0	0	0	0	0	0
Pdc	0	0	0	0	3	0	0	0	0
2310030A07Rik	2	0	0	1	10	0	0	0	0
BC003331	2339	2215	2191	2646	880	1341	4662	3380	4312
Tpr	12441	10064	10503	13394	4035	6379	14484	12344	13125
Prg4	5	4	0	2	33	19	37	36	36
Hmcn1	43	50	59	62	149	90	68	50	39
C730036E19Rik	8	4	3	2	12	12	2	0	0
Ivns1abp	11356	9139	10664	12868	3846	7828	12713	9571	11093
Swt1	1060	911	970	1107	283	627	1073	845	988
Trmt1l	1859	1442	1598	1942	606	1084	1863	1489	1755
Mir7682	8	1	1	0	1	0	9	5	4
Rnf2	4360	3728	3687	4505	1392	2770	3889	3246	4195
Fam129a	676	687	762	2204	915	1469	5573	4437	5126
Edem3	7123	6005	6104	6697	2200	3393	10434	8063	9598
1700025G04Rik	1863	1634	1961	1540	601	865	1079	909	1173
Tsen15	572	657	588	630	200	432	662	708	706
Colgalt2	1524	1849	1732	543	310	702	371	309	415
Rgl1	1624	1592	1672	1040	411	762	968	780	1126
Apobec4	0	0	0	4	8	13	0	0	0
Arpc5	7726	8367	7861	4878	1888	3204	6539	5937	7490
Ncf2	20	17	17	18	41	24	28	19	7
Smg7	8904	7719	8455	10962	3338	6239	9557	7764	9402
Nmnat2	1240	1644	1733	964	404	811	840	689	1054
Lamc2	102	136	111	87	117	108	330	291	349
Lamc1	1643	1732	1670	1432	584	950	2422	1860	2143
E330020D12Rik	0	2	1	13	30	24	7	0	7
Shcbp1l	16	6	21	14	43	14	5	5	3
Dhx9	18666	15134	14781	16000	5022	8318	19407	15856	18791
Npl	33	31	30	23	30	26	28	39	43
Rgs8	25	36	68	35	65	66	37	13	42
C230024C17Rik	6	2	0	3	16	59	4	6	0
Rgs16	39	53	71	27	71	48	37	40	31
Rnasel	364	259	338	171	75	70	215	105	196
Rgsl1	0	2	3	0	34	27	14	0	2
Teddm2	0	0	0	1	16	5	4	0	0
Teddm1b	0	2	0	0	6	35	0	0	0
Teddm1a	6	1	0	0	11	0	3	0	0
Mir8114	0	0	0	0	0	0	0	0	0
Glul	12438	12247	10197	5586	1957	3242	7196	5966	7615
Zfp648	0	0	0	5	16	0	3	0	0
4930452N14Rik	0	0	0	0	6	0	0	0	0
4930532M18Rik	0	0	0	3	4	12	0	0	0
Cacna1e	58	65	61	41	160	76	36	5	17
Ier5	1200	1493	1303	1027	426	563	1873	1549	1865
Mr1	249	257	324	112	72	54	120	162	203
Stx6	1587	1506	1472	1263	469	825	1360	1213	1302
Xpr1	7913	7862	8053	6018	2101	4056	8904	6195	8281
Gm5532	0	7	13	8	2	0	10	14	14
Acbd6	1045	1159	1009	1026	405	809	1339	1105	1518
Lhx4	0	7	5	10	37	50	2	9	7
Qsox1	3504	3772	3463	3026	1154	1960	3055	2769	3344
Cep350	5357	5629	5167	5105	1586	2170	6344	4262	5031
Tor1aip1	4937	4880	4393	4903	1537	2669	5271	4030	5435
Tor1aip2	6927	6852	6549	5996	1902	3339	6735	5598	7183
Fam163a	2	1	3	8	46	0	2	0	4
Tdrd5	0	0	2	4	28	35	13	12	2
Nphs2	0	0	0	0	16	0	1	0	4
Soat1	6290	6289	6129	3673	1396	2073	4588	3417	4359
Abl2	2800	2949	2979	3859	1390	2054	4194	3345	4052
Tor3a	1903	2074	2056	2460	914	1857	2476	2072	2696
Fam20b	11344	12380	11418	6306	2681	3967	6998	5741	7673
Ralgps2	2328	2001	2251	1912	654	973	1453	1062	1524
Angptl1	138	133	105	61	28	39	37	16	24
Tex35	26	5	19	8	15	23	10	5	11
Rasal2	5037	4601	4504	4851	1643	2725	5382	4086	4959
2810025M15Rik	1456	1415	1102	1073	337	612	1370	996	1482
BC026585	0	0	4	4	29	17	15	2	2
Sec16b	495	286	373	437	252	227	1014	703	682
Brinp2	1228	1427	1455	807	330	534	719	560	747
Astn1	5877	6201	5887	3499	1296	2291	3698	3091	3652
Mir488	3	0	0	0	0	0	0	0	2
Pappa2	71758	70875	58639	47096	14950	25235	49055	35227	40656
Rfwd2	3255	3248	3296	3308	1227	1723	4074	3191	3969
Scarna3a	6	0	1	0	1	0	2	6	2
Mir1843b	0	0	0	0	0	0	0	0	0
Tnr	594	725	852	431	206	338	342	323	343
4930523C07Rik	208	135	204	89	62	127	40	60	37
4930562F07Rik	4	1	2	0	12	11	5	0	0
Tnn	6	2	7	7	80	61	17	0	9
Mrps14	835	813	715	788	274	434	1020	845	1057
Cacybp	3255	3274	3098	2817	1032	1906	3292	2917	3544
Rabgap1l	2230	1872	2143	1732	645	949	1637	1146	1509
Mir1927	1	0	4	6	0	0	0	13	0
Gpr52	9	9	7	10	12	33	16	18	14
Rc3h1	6132	5696	5677	4788	1831	2630	6251	5690	5735
Serpinc1	24	4	6	20	30	41	17	6	7
Zbtb37	822	643	856	555	223	333	955	609	621
Gas5	2736	1338	2394	3144	982	1363	5674	4509	4337
Snord47	45	12	27	29	11	10	58	22	39
Dars2	784	824	839	732	249	441	826	600	762
Cenpl	849	757	700	701	261	458	427	421	427
Klhl20	1477	1292	1291	1165	451	470	1526	1129	1552
Ankrd45	674	617	670	576	222	298	523	379	528
4930469G21Rik	0	0	0	3	5	0	0	0	4
Prdx6	1519	1553	1339	1006	381	818	1538	1357	1610
Tnfsf4	0	0	0	0	7	0	2	0	0
Tnfsf18	0	0	0	0	7	0	1	0	4
Fasl	0	4	2	0	13	0	13	0	0
Suco	10385	10397	9613	8413	3036	4291	9192	7834	9113
4930558K02Rik	0	1	0	5	11	0	5	0	0
Pigc	937	817	876	838	273	370	821	655	804
Dnm3	861	773	761	623	312	321	396	347	358
2810442N19Rik	0	5	0	4	10	0	3	0	0
Dnm3os	0	6	0	2	8	0	0	0	2
Mir199a-2	0	0	0	0	0	0	0	0	0
Mir214	0	0	0	0	0	0	0	0	0
Mettl13	527	535	473	649	292	353	898	849	883
Vamp4	3065	2760	3002	2796	1012	1814	2262	2008	2439
Myoc	2	20	8	5	24	0	16	28	21
7420461P10Rik	0	1	2	3	6	0	2	11	0
Prrc2c	23049	19921	19405	23996	7370	12346	24091	18683	17980
Fmo4	11	9	20	13	16	17	3	7	3
Fmo1	27	13	15	25	20	8	10	0	5
Fmo2	67	63	68	29	47	34	14	23	5
Fmo6	3	7	9	11	18	22	1	11	0
Fmo3	0	10	6	0	19	25	11	0	4
Mroh9	0	1	0	0	14	0	12	0	0
Prrx1	0	0	0	3	42	40	8	3	5
Gorab	867	798	774	968	345	629	771	770	783
Mettl11b	0	0	0	0	10	14	0	0	0
Kifap3	3252	2969	3012	2174	849	1487	2647	2406	2730
Scyl3	1639	1393	1514	1638	692	1114	1892	1797	1911
BC055324	1584	1244	1217	1462	402	859	1144	945	1066
Mettl18	249	293	287	275	100	132	199	159	264
Sele	8	2	0	7	38	38	12	0	2
Sell	0	0	1	0	8	0	0	0	0
Selp	5	11	2	14	41	66	19	9	10
Gm16548	0	4	1	3	13	0	10	0	4
