Geneid	KRS7_37_PCCL3_1_DMSO	KRS7_40_PCCL3_2_DMSO	KRS7_43_PCCL3_3_DMSO	KRS7_38_PCCL3_1_Tg6h	KRS7_41_PCCL3_2_Tg6h	KRS7_44_PCCL3_3_Tg6h	KRS7_39_PCCL3_1_Tg24h	KRS7_42_PCCL3_2_Tg24h	KRS7_45_PCCL3_3_Tg24h
Rasef	0	0	0	0	0	0	0	0	0
Rpl19	41811	23276	44001	39492	17391	23940	49493	24889	55888
Cd200	0	0	0	0	0	0	0	0	0
Met	723	711	787	571	445	800	667	743	925
Rala	519	420	639	973	992	708	796	938	958
Pld1	1565	1119	1107	397	306	397	885	622	909
Vdac1	7114	5040	7472	6164	2810	4829	8207	4981	10103
Igf2	16	7	2	8	9	10	0	2	2
Il3	0	0	0	0	0	0	0	0	0
Idh1	3489	2814	1696	2285	2079	1260	4501	4166	4204
Nckap1	15982	15277	18084	16952	16090	19612	17810	17089	24302
Egfr	94	185	213	67	36	73	248	316	370
Il1b	0	0	0	0	0	0	0	0	0
Gsta1	9	12	7	0	2	6	16	8	21
Cftr	0	0	0	0	0	0	0	0	0
Map3k10	497	472	446	679	214	814	726	298	665
Foxj3	2744	2275	3527	5029	4660	6423	4008	4063	5736
Tex12	0	2	2	5	3	4	2	1	4
Mtmr11	14	3	3	11	2	4	16	4	19
Fcgbpl1	0	1	2	0	0	0	0	0	0
Dnajb6	2705	2285	2625	3499	2554	3082	3059	2920	3404
Syt1	0	0	0	0	0	0	0	0	0
Ppef1	43	81	43	23	46	16	7	4	24
Dazap1	2932	3346	2278	2029	1269	2050	1705	1379	1955
Dph5	416	370	672	368	249	501	814	627	896
Eif3l	4090	3634	3505	3400	1945	3253	3581	3079	4533
Sycn	0	0	0	0	0	0	0	0	0
Prg2	1	3	0	0	2	0	0	0	0
Phgdh	5985	5932	6474	7643	3385	7103	3999	2537	4661
Zfp148	3329	3021	3322	3369	3138	3442	2674	2915	3221
Csnk1e	1496	1378	1038	1063	822	1268	1209	1144	1388
Nsun7	0	0	0	0	0	0	0	0	0
LOC688765	0	0	0	0	0	0	0	0	0
Gpr171	0	0	0	0	3	0	0	2	3
Bsg	19566	13992	15961	14570	6561	12319	16082	8528	17719
Vom2r64	0	0	0	0	0	0	0	0	0
Ap5m1	733	567	598	503	400	392	630	617	707
Lix1l	10119	7453	9639	6993	4177	6345	7507	4908	8237
Lrrc26	0	0	0	0	0	0	0	0	0
Tmcc3	2853	2175	2754	1240	796	1275	1356	1098	3449
Pdik1l	805	729	763	771	666	869	911	723	926
Zmym1	576	568	494	381	423	504	445	397	541
Zmym4	3287	3090	3132	2923	2195	3152	2233	1914	2968
Rab17	355	262	180	545	285	333	155	72	252
Iqcf6	0	0	0	0	0	0	0	0	0
Iqcf1	0	0	0	3	0	0	1	0	0
Cyp4f40	0	0	0	0	0	0	0	0	0
Tmem229b	105	55	39	7	3	6	24	12	18
Synj2	4316	3512	3395	1714	1212	1653	1275	1200	1525
Clec12b	0	0	0	0	0	0	0	0	0
Foxj2	1235	1107	1160	1309	1091	1735	1584	1352	1662
Nfasc	2	8	6	4	0	6	0	2	11
Oplah	740	629	454	285	84	257	351	152	385
Clasrp	737	601	767	644	454	729	610	450	771
Olfml1	219	123	63	9	8	4	26	5	8
Rasgrp4	0	0	1	0	0	0	0	0	0
Tubb4a	5	3	1	5	0	0	0	0	3
Cdkn2b	1676	1291	1452	2458	1292	2008	3459	2091	3107
Acot8	353	193	434	485	161	338	407	147	478
Cs	7511	6281	8590	8186	3748	9671	7296	4559	8296
Sstr3	0	0	0	0	0	0	0	2	0
Cdkn2c	513	585	229	393	231	196	254	99	315
Slc5a6	928	844	1361	688	369	930	1284	692	1570
Aipl1	0	0	0	0	0	0	0	0	0
Cyp26b1	13	11	2	27	8	18	26	8	19
Tnfrsf12a	1038	755	1909	2693	588	2754	1747	726	2238
Sel1l	3821	3426	7377	24206	16161	38237	15437	14207	14977
Tp53inp1	1624	1072	1859	2354	1697	2451	2735	1751	2744
Dlgap4	926	644	613	897	469	685	935	628	905
Arfgef2	2582	2325	3122	3564	2578	4105	3790	3171	4853
Cyth3	862	673	655	626	360	499	716	632	758
Cuzd1	30	14	6	10	9	8	6	1	3
Zfp566	8	6	13	17	33	6	14	24	33
Sbno1	4483	4000	4951	5349	5310	5677	5838	6959	7082
Pitpna	4463	4668	3731	5087	7165	4827	5786	8722	4851
Dusp18	1099	942	820	800	712	670	1046	1090	1317
Sp100	777	590	695	756	1002	600	624	917	673
Ovol3	0	0	0	0	0	0	0	0	1
Magee1	7	10	12	13	5	12	9	3	23
Cd3g	0	0	0	0	0	0	0	0	0
Prkacb	1370	1038	1055	1286	803	1080	1483	1095	1523
Ptgir	0	0	0	0	0	1	0	0	0
Mpc2	910	591	808	922	296	430	947	350	1050
Zfp281	974	872	1018	892	1101	1101	887	941	1259
Ino80c	396	293	340	208	135	137	325	169	319
Osbpl1a	1712	1409	1435	1090	1049	1089	913	841	1213
Gabarap	6651	4407	7582	8857	2618	6787	12624	5714	14793
Ppp1r14b	1640	1270	1585	1896	729	1621	2248	1293	2197
Cd247	0	0	1	1	0	0	1	0	1
Kirrel2	0	0	0	0	0	0	0	0	0
Cdk19	3457	2965	3897	1562	1204	2064	2686	1809	3597
Cycs	3352	2206	4347	4590	3229	2373	4136	3665	4975
Ccnd3	638	736	491	708	243	653	948	429	695
U2af1l4	333	263	447	397	206	247	435	282	499
Hdac10	357	329	436	166	61	198	279	142	473
Mir582	0	0	0	0	0	0	0	0	0
Mrpl12	2022	1801	2171	1654	669	1545	1402	744	1751
Larp7	1715	1577	1371	1921	2621	1587	1343	2031	1528
Tmem177	131	91	101	57	15	50	77	38	104
Ccnjl	555	492	362	175	147	112	275	237	191
Cox6b2	0	0	0	0	0	0	0	0	0
Wdr5	1956	1590	2114	2075	809	2291	1868	1042	2489
Zcchc8	1325	1439	1498	1733	1423	1850	1138	1031	1613
Parp2	1452	1242	1090	1105	1261	782	1163	1007	1123
Krr1	1774	1338	2180	1669	1134	1679	1494	1227	1822
E2f7	447	692	132	229	260	152	5	5	51
Rbm28	1187	1244	1195	1353	1783	1467	1203	1748	1398
Dmbx1	0	0	0	0	0	0	0	0	0
LOC100151767	822	716	1093	600	710	821	746	769	905
Tceal9	1974	1479	2632	6626	6378	3583	4444	4718	5964
Ube2v1	1142	688	863	1027	631	626	974	875	883
Dok5	0	0	0	0	0	0	0	0	0
Ccnk	1139	986	1313	1157	1097	1350	1087	1191	1319
RGD1564854	5	3	0	4	3	1	3	0	5
Nudt17	12	7	12	8	0	6	9	8	17
Lgi1	1	0	0	0	0	0	0	0	0
Rab38	244	143	161	113	87	93	219	144	127
Mxd3	71	90	13	27	16	3	3	1	0
Mamdc4	46	29	23	29	12	52	28	12	46
Zfp394	432	323	356	589	235	381	560	345	652
Acox2	2	2	0	0	0	0	0	0	1
Scgb1b24	0	0	0	0	0	0	0	0	0
Scgb1b30	0	0	0	0	0	0	0	0	0
Nudt4	5254	3945	4956	13302	7870	11399	8336	5730	12096
Rps27	12895	2816	15483	14245	2069	3128	17080	3466	16651
Ece1	7705	6462	4581	4709	4056	4085	5066	3812	4569
Bbs2	1178	792	648	484	310	292	803	430	777
Pgf	2835	2776	3772	777	779	556	1382	1370	1343
Mgat2	1755	1748	1421	3113	1666	2117	3448	2241	2729
Ypel4	359	232	423	983	672	1061	110	45	168
Lztfl1	589	402	404	353	242	242	512	430	579
RGD1311251	0	0	0	0	0	0	0	0	0
Nxpe4	57	41	27	38	42	36	45	30	35
RGD1312005	0	0	0	0	0	0	0	0	0
Agmo	0	0	0	0	0	0	0	0	0
Plxnb3	0	0	0	0	0	0	0	0	0
Cdca7	726	953	834	386	295	559	305	292	556
Mtrr	1030	898	1013	682	482	763	983	797	1064
Mknk1	878	785	1422	934	880	1369	1329	1242	1507
Zmym3	4013	2546	2965	997	591	1033	1550	754	1747
Kcnip2	0	0	2	0	0	0	0	0	1
RGD1311084	5	5	1	4	0	1	26	0	3
Rgl1	376	292	252	161	167	160	255	191	362
Tmem127	2710	2003	2460	3032	1174	2730	2948	1662	2876
Mtfr1	1440	1282	1622	2822	2324	2659	1768	1787	2295
Cisd1	1113	806	1303	1107	345	751	1275	568	1598
Stab2	168	117	84	27	19	19	50	8	23
Pard6g	219	249	119	179	105	105	124	108	104
Dpysl2	17362	10587	9090	6843	3898	3966	8170	5463	5976
Scgb3a2	0	0	0	0	0	0	0	0	0
Arhgap24	0	0	0	0	0	0	0	0	0
Slc1a7	0	0	0	0	0	0	0	0	1
Mrps25	1087	860	1011	711	375	457	756	589	912
Exosc9	916	753	1005	1135	1051	886	1118	1228	1249
Tmem50b	1313	1301	791	876	463	1014	849	479	535
LOC499136	0	0	0	0	0	0	0	0	0
Zfp978	118	82	147	115	90	94	121	114	166
Trappc2b	0	0	0	0	0	0	0	0	1
Setdb1	2061	1775	1941	1776	1083	1917	1583	1268	2295
Vom2r38	0	0	0	0	0	0	0	0	0
Akap9	4346	4433	5258	6167	8750	7850	4783	7003	6077
Polr3k	573	360	468	289	118	186	491	234	485
Klk13	0	0	0	0	0	0	0	0	0
Ttll10	1	0	0	0	0	0	0	0	0
Ist1	2366	1728	2526	2583	1386	2739	2604	1701	3197
Degs2	10	1	3	3	6	0	4	0	1
Pdcd1	0	0	0	0	0	0	0	0	0
Psmd11	4673	4304	4325	5919	2611	5091	6640	4134	6743
Caskin2	2498	2429	1662	1598	727	1312	1642	913	1767
Ap2a2	3370	2872	2301	3524	1894	2849	3526	2264	3170
Alox15	2	1	0	1	0	0	4	0	0
Agtr1b	0	0	0	0	0	0	0	0	0
Adar	2040	1584	1810	1933	869	1572	1643	1105	2052
Htr6	0	0	0	0	0	1	0	0	0
Arntl	810	595	831	1978	1297	1396	1003	932	1022
Actn1	11083	9462	11784	23785	14084	26551	4461	3632	7933
Pde1c	0	0	0	0	0	0	0	0	0
Hnmt	0	0	0	0	0	0	0	0	0
Gak	3847	3430	4812	5363	3268	6757	5508	4495	6369
Ak1	512	313	512	360	94	245	875	321	660
Asic1	644	464	377	89	57	93	202	108	107
Ssrp1	13982	14847	11094	12322	12205	11085	8774	8873	11880
Sctr	0	0	0	0	0	0	0	0	0
Hhex	6246	7380	5350	3114	2055	2889	3370	1982	2734
Slc27a5	1	0	0	0	0	0	0	0	2
Pde1a	331	322	295	144	150	170	297	453	460
Lum	0	0	0	0	0	0	0	0	0
Rab3b	0	0	0	0	0	0	0	0	0
Rpl13	20958	12751	22566	18756	4826	15821	23258	8276	24324
Nfkbib	249	302	385	525	388	838	472	416	633
Nf1x	1617	1626	971	981	903	916	992	1140	909
Myoc	3	0	1	0	0	0	0	0	0
Cnmd	5	3	2	3	0	4	1	0	3
Cspg4	1	2	0	0	0	1	0	0	0
Faah	1	0	4	1	3	1	0	3	3
Gadd45a	4494	3045	10982	11554	8924	17777	9112	6440	13237
Mgat1	1250	1109	1126	1212	410	1083	1561	782	1553
Mef2d	750	1175	800	1561	1267	2558	1139	1680	1370
Lyn	1685	1420	868	570	451	365	748	589	599
Gabrp	0	0	0	0	0	0	0	0	0
Lat	7	8	15	10	9	13	32	6	36
Trpc5	0	0	0	0	0	0	0	0	0
Fgf8	0	0	0	0	0	0	0	0	0
Zfp111	636	556	557	566	555	387	573	503	781
Map2k2	2425	2082	2649	2456	685	2457	3019	1235	4223
Fgf23	0	0	0	0	0	0	0	0	0
Sult2a1	0	0	0	0	0	0	0	0	0
Mfn2	2351	1874	2443	2162	1015	2069	1857	1315	2606
Atp6v0c	6019	5019	5860	6747	2281	6677	7061	3936	8982
Hrh4	0	4	0	0	0	0	0	0	0
Il2rg	0	0	0	8	0	4	1	7	0
Fgf6	0	0	0	0	0	0	0	0	0
Arpc4	3012	1923	2718	3618	1266	2291	2901	1413	2939
Wbp1	0	0	0	0	0	0	0	0	0
Vom2r10	0	0	0	0	0	0	0	0	0
Lrrc19	0	0	0	0	0	0	0	0	0
Mir28	0	0	0	0	0	0	0	0	0
Mir27a	2	1	1	0	0	1	7	0	0
Hif1a	10412	7479	10982	33982	25677	24089	23593	22328	28955
Notch2	7697	6647	9288	7110	3071	9746	7397	4535	8296
Htt	2557	2425	2375	2859	1470	2768	2562	1746	2924
Ppil1	911	891	556	599	147	286	745	359	659
Tead2	0	1	0	0	0	0	0	0	0
Tfap2d	0	0	0	0	0	0	0	0	0
Mrps35	572	457	637	479	329	411	514	357	592
Stx8	679	376	652	517	288	358	644	412	688
Cav1	0	0	0	3	3	0	0	0	0
Chrm4	0	1	0	0	0	0	1	2	1
Sult4a1	0	0	0	0	0	0	0	0	0
Dlg3	0	0	0	0	0	0	0	0	2
Ncan	3	0	4	3	0	0	16	2	11
Ighmbp2	550	475	440	422	213	407	403	308	414
Lhb	2	1	4	1	2	0	4	0	0
Ruvbl2	1835	1657	1883	1912	734	1886	1976	1042	2212
Gpr12	0	0	0	0	0	0	0	0	0
Stra6	225	97	99	131	46	78	19	4	77
Art1	0	0	0	0	0	0	0	0	0
Slc35g3	1	1	0	0	0	1	1	0	0
Slc25a42	191	199	236	205	47	371	274	131	325
Brsk1	429	407	351	674	531	675	436	362	394
Slc6a20	0	0	0	0	0	1	0	0	0
Pecr	379	263	303	176	84	91	271	209	284
Grin3b	0	0	0	1	0	2	0	1	12
Prkcd	503	404	537	960	606	761	925	803	1055
Gpnmb	3	5	8	11	5	5	48	33	111
Slc40a1	258	172	329	268	107	265	349	234	513
Sec1	109	85	107	21	0	25	59	43	106
Caln1	0	0	0	0	0	0	0	0	2
Amz1	71	66	94	47	21	51	122	41	144
Tp53	3875	3053	4437	6335	4040	6242	5148	4124	4753
Ptger2	0	0	0	0	0	0	0	0	0
Hpgd	0	0	0	0	0	0	0	0	0
Gmfb	3806	2855	5018	4045	2674	3693	3430	2494	4820
Naca	14099	8887	17219	16345	8934	11482	13402	8966	17869
Nsun2	3615	3338	4043	4642	2974	4947	4694	4033	5819
Spaca4	0	0	0	0	0	0	0	0	0
Knl1	1151	1939	736	921	1490	608	256	352	536
Prl8a4	0	0	0	0	0	0	0	0	0
Mapk12	0	0	3	0	0	0	8	0	6
Nr5a2	0	0	0	0	0	0	0	0	0
Ereg	0	0	0	0	0	0	0	0	0
Rapgef3	981	749	855	209	139	307	526	324	477
Kcnk1	630	1053	347	279	327	169	258	221	318
Cnksr2	0	0	1	0	0	0	0	0	0
Otog	7	0	3	1	6	5	5	11	23
Yif1a	659	486	891	1156	386	1046	1505	975	1592
Tbkbp1	629	520	1041	977	372	1577	1226	900	1944
Cyp3a9	189	200	89	136	89	41	78	61	54
Erc1	1506	1576	1309	1967	3126	2090	1609	2784	1477
Kcnj14	160	133	149	207	124	199	148	95	159
Erc2	69	47	89	49	21	46	60	29	50
Zwint	3930	3110	7333	6453	4943	7742	7140	6298	9614
Slc13a5	1	0	0	1	4	2	7	0	0
Rims4	19	6	0	0	0	0	0	0	0
Prrx1	0	0	0	0	0	0	0	0	0
Sostdc1	253	210	129	64	78	44	51	70	83
Nptx1	1206	843	600	165	116	121	105	50	125
Klhl12	614	455	567	433	278	385	466	313	628
Slc17a8	0	0	0	0	0	0	0	0	0
Brs3	0	0	0	0	0	0	0	0	0
Rwdd1	1031	958	1708	1943	2114	1615	2226	2494	2364
Dvl3	2528	2815	1922	2098	1710	2879	1922	2325	2063
Amelx	0	1	0	0	0	0	0	4	0
Mrgprc	0	0	0	0	0	0	0	0	0
Mrgprb4	0	0	0	0	0	0	0	0	0
Mrgprb5	0	0	0	0	0	0	0	0	0
Mrgprb13	0	0	0	0	0	0	0	0	0
Mrgprx2	0	0	0	0	0	0	0	0	0
Mrgprx2l	0	0	0	0	0	0	0	0	0
Ung	772	787	402	580	147	688	520	212	436
Zdhhc4	531	372	363	271	104	232	464	215	507
Rpl3l	0	3	0	0	0	0	2	0	2
Igfbp5	121242	74927	66117	89868	57049	63177	79177	58484	84155
Amacr	343	276	272	303	119	197	486	252	700
Atp1b2	89	51	24	20	40	15	41	31	37
Atp1a3	0	0	0	0	1	0	0	0	0
Efna1	665	597	662	1113	674	944	1556	1203	1533
Lenep	0	0	0	0	0	0	0	0	0
Nol3	830	591	720	682	379	709	1302	743	1075
Slc25a4	11224	8957	9203	9667	3562	6335	8936	4375	9483
Lin7a	0	0	0	0	0	0	0	0	0
Gcm2	0	0	0	0	0	0	0	0	0
Ric3	0	0	0	0	0	0	0	0	0
Selenoh	1369	1042	1023	1026	171	347	686	95	1123
LOC685157	0	0	0	0	0	0	0	0	0
LOC684871	8	0	8	43	28	5	20	27	21
Cdca5	376	354	157	250	198	164	24	34	143
Rnf187	2564	2331	1918	2064	733	1672	2218	1367	2041
Mt2A	916	455	894	1859	784	734	3378	1569	5663
Ap3s2	830	648	725	535	250	400	695	391	910
Meiob	1	0	0	0	2	0	0	2	1
Acot7	2000	1923	1406	1708	847	1285	1231	1086	1133
Slc25a33	302	245	809	642	236	763	601	225	1038
Snx4	1997	1634	1482	1560	1660	1450	1572	1750	1567
Cer1	0	0	0	0	0	0	0	0	0
Gltpd2	16	7	14	20	0	11	12	1	25
Lekr1	66	67	66	40	63	53	66	69	50
Adat2	245	193	289	237	183	241	224	150	275
Eif3i	1526	897	1860	1704	614	988	1888	803	1948
Spatc1	0	0	1	0	0	0	0	2	1
Lman2	3746	3203	3533	4854	1801	4400	5524	2887	5244
Ddx49	739	653	605	1105	441	964	950	637	1421
Commd1	293	232	284	296	194	219	354	281	359
Qk	1505	1110	1585	3071	6125	2186	1579	3181	1843
Selenom	52	12	33	54	19	30	322	147	245
Ahsa1	2612	2488	3191	1838	1434	1811	2619	2651	2542
Szrd1	2098	1725	1936	2238	1103	2275	2418	1789	2399
Grn	13484	10018	14414	8762	4110	8160	22696	12924	30350
Fbln1	8	8	4	1	0	1	0	0	0
Ptp4a3	0	0	0	0	0	0	0	0	0
Atp10a	1720	1955	1502	2235	1624	2048	1800	1438	2092
Clic3	491	253	251	199	47	106	102	34	90
Rnf144a	663	544	418	737	418	385	181	108	323
Fbxw17	180	126	113	172	59	75	207	132	176
Mir3561	0	4	5	6	0	9	3	2	0
Mir3560	2	0	0	0	0	0	0	0	0
Mir344-1	0	0	0	0	0	0	0	0	0
Mir551b	0	0	0	0	0	0	0	0	0
Snhg4	44	48	51	39	2	57	22	14	44
Cox6a2	46	36	178	403	143	219	853	265	958
Ndn	0	0	0	0	0	0	0	0	0
Peg12	0	0	0	0	0	0	0	0	0
Emc4	1174	837	1327	1273	793	1028	1433	1107	1803
Trim36	1521	1425	735	1037	603	906	651	659	653
Slc27a6	0	0	0	0	0	0	0	0	0
Klf13	251	231	161	112	397	370	221	398	285
Blzf1	610	525	625	934	882	832	770	853	978
Rnaseh1	283	223	215	274	253	283	348	279	357
Mir92a2	0	0	0	0	0	0	0	0	0
Tmem209	1304	1358	1131	508	580	498	982	1171	1214
Sh3bp2	5	1	2	3	7	5	8	13	61
Drap1	2643	1952	2815	2695	1295	1710	2144	1564	2375
Appbp2	6543	5401	5803	8882	6159	7364	6854	5399	7350
Pramel6	0	0	0	0	0	0	0	0	0
Krtap14	0	0	0	0	0	0	0	0	0
Tex45	0	0	0	0	0	0	0	0	0
Otor	10	11	6	15	0	4	7	0	9
Stard13	589	546	654	1051	478	875	713	601	816
Rtf1	2685	2562	2570	2450	2952	3253	3198	3557	3955
Tm2d3	301	299	338	318	162	228	379	239	332
Hells	15	8	7	3	9	0	0	0	4
Vax2	0	0	0	0	0	0	0	0	0
Vax1	0	0	0	0	0	0	0	0	0
Nat8	0	0	0	0	0	0	0	0	0
Ntsr2	0	0	0	0	0	0	0	0	0
Asb7	384	361	349	419	294	405	437	344	478
Cers3	0	0	0	0	0	0	0	3	0
Dusp2	161	131	92	175	21	175	20	15	72
Gns	6	1	9	1	1	0	1	9	4
Chac2	306	365	248	374	330	270	391	262	364
Cetn3	1	3	3	2	5	3	6	1	7
Wdr5b	174	124	157	103	49	78	137	83	171
Prim2	563	702	274	401	418	204	298	277	357
Lrrfip2	2175	2236	2468	5350	7254	5790	4129	5962	4710
Tcp11l2	2678	1342	1700	1137	543	903	1322	680	1809
Lrrk1	547	566	282	193	141	172	329	246	268
Slc20a1	17470	20668	19967	5216	4871	10857	6706	5512	9538
Stxbp2	2117	1698	1442	1714	685	1248	1779	1040	1903
Cib1	1379	957	1201	1419	354	1151	2445	898	2487
Dgkz	722	750	513	573	341	490	736	471	673
Tpp2	3617	3808	3572	6880	6293	7067	4023	4996	4764
Doc2b	1	3	0	1	0	1	4	2	5
Pax8	19084	16895	12480	13394	9889	15397	5318	5521	6946
Sharpin	1057	857	837	596	377	493	994	664	955
Usf2	1199	1171	1113	1103	761	1454	1221	947	1624
Ube2b	0	0	1	0	1	1	0	0	0
Mir322	0	0	0	0	0	0	0	0	0
Hdac1	6353	5905	3778	5597	4130	2919	5247	4262	4352
Ntmt1	621	503	717	1020	169	915	967	371	1158
Dram2	497	425	599	507	372	486	623	559	653
Mib1	1812	1574	1589	1499	1425	1756	1654	1590	1589
Psd2	0	0	0	0	0	0	3	2	0
Cables1	371	370	238	483	279	544	351	305	517
Zfp521	0	0	3	0	0	0	0	0	0
Fchsd1	381	389	429	723	365	639	622	445	544
Gpsm1	1255	1239	782	1281	605	1392	734	383	853
Fam45a	1521	1385	1499	2139	1180	1938	1944	1412	2283
Mir760	0	2	0	0	0	0	3	1	0
Mir758	0	0	0	0	0	0	0	0	0
Glrb	0	0	0	0	0	0	0	0	0
Cast	3762	3251	4085	5978	6515	5950	5915	6857	5996
Kap	0	0	0	0	0	0	0	0	0
Arsb	1555	1523	1346	869	775	955	1164	1121	1255
Tk1	2033	2906	393	868	544	157	130	85	149
Gata2	0	0	0	0	0	0	0	0	0
Mcm4	4837	6780	2020	3435	2740	1865	1147	1040	1898
Adora2a	0	0	0	0	1	0	0	0	0
Gpr182	0	0	1	2	0	0	0	0	0
Cxcr5	1	0	1	0	1	0	1	0	1
Timm22	1102	882	938	684	224	555	811	383	984
Crot	1943	1597	1226	755	613	474	1610	1249	1430
Dffb	217	193	182	248	100	216	237	71	205
Avpr1a	0	0	0	0	0	0	0	0	0
B4galt1	729	608	587	1245	1144	1237	1212	864	1182
Fads1	20052	18915	9985	12768	7806	8853	25719	15453	20576
Rims1	0	0	0	5	5	7	0	0	0
Ppargc1b	435	383	618	321	250	684	178	103	311
C6	0	0	0	0	0	0	0	0	0
Ugt1a8	0	0	0	0	0	0	0	0	0
Abra	0	0	0	0	0	3	0	0	0
Vcpip1	2039	1724	2280	2615	1722	2439	2260	2051	2744
Sqstm1	6326	4507	12879	20257	6261	23921	34995	14716	42111
Psip1	4542	5490	3692	3793	8926	2907	2751	4653	3168
Taok1	6179	5969	6381	8322	11455	8867	6374	9216	7715
Vom2r18	0	0	0	0	0	0	0	0	0
Ugt2b7	0	0	0	0	0	0	0	0	0
Lgr4	1382	1085	1313	1470	894	1712	1218	898	1372
Igsf1	0	0	0	0	0	0	0	0	0
Ldlr	2598	3271	1610	6810	3481	7603	9746	6899	9200
Cyp2j3	0	0	0	0	0	0	0	0	0
Vom2r40	0	0	0	0	0	0	0	0	0
Slc1a5	2960	2637	2802	7906	2769	6136	10642	5440	8178
Cryl1	0	0	0	0	0	0	0	0	0
Fcgr2b	0	0	0	0	0	0	0	0	0
Ppm1f	1357	1123	1220	870	212	876	1181	545	1308
Agrn	7263	5132	3367	2535	1006	1225	3762	1933	2846
Sephs2	1126	1138	893	752	443	534	945	630	1277
Vwa3a	28	16	23	21	14	19	15	15	19
Prelid3a	46	46	61	59	17	47	49	17	89
Slc12a6	853	790	765	605	620	605	1099	932	1058
LOC690206	0	0	0	0	0	0	0	0	0
Tm6sf1	129	133	79	251	172	222	173	196	175
Fasn	15660	15739	9585	14921	4418	15871	25145	11443	20055
Ctsj	0	0	0	0	0	0	0	0	0
Zfp260	36	5	55	123	122	17	83	142	60
Cst8	0	0	0	0	0	0	3	0	0
Kcnh3	0	0	0	1	0	1	0	0	0
Calm2	7394	6721	5056	4639	3888	2611	4837	3741	5077
Runx1	212	251	328	268	281	503	573	734	656
Fbln5	0	0	0	0	0	0	0	0	0
Mstn	0	0	0	0	0	0	0	0	5
Adam1a	45	61	53	35	21	51	51	33	79
Mesdc1	177	240	142	305	218	317	286	291	459
Arnt2	1	0	0	14	5	2	0	3	15
Angptl6	7	5	4	5	1	1	4	1	10
Cela3b	0	0	0	0	0	3	0	0	0
Pin1	1674	1367	1296	1781	732	1214	1655	936	1696
Hist1h2bk	12	9	10	0	18	2	2	1	1
Prpf4	1139	1093	1130	960	543	861	1008	617	1126
Atp6v1g1	5229	3644	7303	6433	3746	5287	9395	6878	12766
Mrpl30	19	1	19	17	18	3	18	28	24
Zbtb5	787	649	566	684	375	590	646	495	681
Kcnq3	0	0	0	0	0	0	0	0	0
Vom2r41	0	0	0	0	0	0	0	0	0
Reg3g	0	0	0	0	0	0	0	0	0
Vom2r42	0	0	0	0	0	0	0	0	0
Vom2r43	0	0	0	0	0	0	0	0	0
Olr12	0	0	0	0	0	0	0	0	0
Olr13	0	0	0	0	0	0	0	0	0
Olr14	0	0	0	0	0	0	0	0	0
Olr16	0	0	0	0	0	0	0	0	0
Olr17	0	0	0	0	0	0	0	0	0
Olr19	0	0	0	0	0	0	0	0	0
Olr20	0	0	0	0	0	0	0	0	0
Olr23	0	0	0	0	0	0	0	0	0
Olr24	0	0	0	0	0	0	0	0	0
Olr25	0	0	0	0	0	0	0	0	0
Olr27	0	0	0	0	0	0	0	0	0
Olr29	0	0	0	0	0	0	0	0	0
Olr30	0	0	0	0	0	0	0	0	0
Olr32	0	0	0	0	0	0	0	0	0
Olr34	0	0	0	0	0	0	0	0	0
Rhbdl1	10	5	4	0	0	4	10	0	3
Cln6	521	446	338	78	70	94	389	264	400
Trim71	45	46	31	11	7	0	7	4	12
Ints4	3170	2400	2355	1944	911	1409	2170	1339	2214
Fsd2	8	5	0	2	0	0	0	0	0
Tpsb2	0	0	0	0	0	0	0	0	0
Slc25a1	3916	3110	2439	3633	1575	2832	5849	3072	5708
Wdyhv1	180	138	109	119	56	66	147	66	159
Mfap4	0	0	0	0	0	0	0	0	0
Lurap1l	0	1	0	0	0	0	0	0	0
Dnajc25	1382	1415	1161	1123	1385	1282	1538	2631	1751
Ccdc89	0	0	0	0	0	0	0	0	0
Shprh	991	812	952	1069	1011	1096	972	944	1101
Zc3h12d	1	1	0	1	0	0	3	4	2
Zfp53	84	41	88	86	83	62	82	76	134
Zfp51	132	134	121	121	78	79	99	69	126
Fam120b	1661	1340	1531	1564	877	1539	1566	1046	1772
Crebzf	1258	1399	1389	1367	731	1592	994	722	1346
Slc12a7	10267	7920	9152	6947	3125	8477	4143	2840	7502
Rsph1	19	17	12	10	12	8	28	64	35
Ankrd42	415	358	331	278	310	258	463	558	490
Card19	435	384	557	878	354	698	1233	709	1451
LOC310926	345	269	43	176	174	689	54	308	224
Fam181b	0	0	0	0	0	0	0	0	0
Mir181a-1	0	0	0	0	0	0	0	0	0
Tenm4	1648	1200	538	16	16	35	43	23	47
Med24	2707	2077	2149	1587	776	1806	2287	1399	2432
Srebf2	4412	3632	2864	5928	2178	6367	7942	3989	7784
Atg9a	1959	1809	1598	1419	628	1434	2131	1180	1922
Pimreg	1	0	0	0	0	0	0	0	0
Pabpn1l	0	0	0	2	0	0	1	0	0
Kctd21	82	70	97	97	30	101	83	64	110
St6galnac6	696	529	403	322	122	237	508	194	424
B3gntl1	259	168	231	58	22	72	149	75	205
Cnih4	1760	1488	1744	1439	1147	1128	1995	1581	2076
Nvl	798	615	791	974	718	900	846	694	1065
Grm1	1	0	0	0	0	1	2	0	0
Cnbp	9351	7532	11474	12891	4803	10442	11933	6312	13917
Sec14l3	3	0	0	0	0	0	0	0	0
