Geneid	KRS7_28_MGN3_2_DMSO	KRS7_31_MGN3_3_DMSO	KRS7_34_MGN3_4_DMSO	KRS7_29_MGN3_2_Tg6h	KRS7_32_MGN3_3_Tg6h	KRS7_35_MGN3_4_Tg6h	KRS7_30_MGN3_2_Tg24h	KRS7_33_MGN3_3_Tg24h	KRS7_36_MGN3_4_Tg24h
Armc9	451	241	571	783	319	685	606	434	344
B3gnt7	0	0	0	0	0	2	0	3	0
Ncl	16000	33273	21656	23763	30328	23857	26880	17873	44623
Snora75	0	3	3	4	2	0	3	3	6
Gm24148	2	0	3	3	6	3	1	0	0
Snord82	0	0	0	1	0	0	1	1	0
C130036L24Rik	6	1	12	46	3	39	44	26	0
Nmur1	1	0	0	8	3	0	0	0	0
1700019O17Rik	0	0	0	0	0	0	0	0	0
Ptma	24911	28085	31101	22838	11191	18851	21689	17142	22478
Pde6d	962	459	1450	1552	550	1354	1368	1008	530
Cops7b	414	222	570	837	331	769	626	438	300
Nppc	12	5	11	13	6	16	29	7	5
Dis3l2	633	283	684	935	388	809	697	395	345
Alppl2	0	0	0	0	0	0	2	0	0
Alpi	0	0	0	0	0	0	0	0	0
Akp3	0	0	0	0	0	0	1	0	0
Ecel1	0	0	0	0	0	0	0	1	0
Prss56	0	0	0	0	0	1	1	0	0
Chrnd	0	0	0	0	0	0	0	0	0
Chrng	0	4	0	0	0	0	0	0	0
Eif4e2	1086	1047	1575	1505	938	1459	1796	1154	1169
Efhd1	0	0	0	0	0	0	1	0	0
Gigyf2	2739	3998	3394	3284	2632	3483	4152	2953	5102
Kcnj13	0	1	1	0	0	0	2	0	0
3110079O15Rik	0	0	0	0	0	0	0	0	0
Ngef	1	0	0	3	0	2	5	0	5
Neu2	0	0	0	0	1	0	2	0	0
Inpp5d	0	1	0	1	0	1	0	2	0
Atg16l1	968	495	1476	2202	955	1962	1660	1115	836
Scarna6	1	3	2	5	2	5	6	4	5
Sag	2	0	0	0	4	5	2	0	0
Dgkd	1269	730	1852	2307	1123	2577	2807	1780	1601
Usp40	2383	1939	2657	2840	1563	2365	2461	1748	2108
Ugt1a10	8	14	1	9	5	8	5	10	6
Ugt1a9	3632	4047	2928	1795	2051	980	1158	1465	637
Ugt1a7c	0	0	0	1	2	1	0	0	0
Ugt1a6b	15	5	2	10	7	6	5	11	4
Ugt1a6a	269	124	303	140	110	115	891	761	379
Ugt1a5	1	0	0	0	3	0	0	0	0
Ugt1a2	1	2	1	1	3	1	2	0	0
Dnajb3	0	0	0	0	0	0	0	0	0
Ugt1a1	11	11	14	9	9	8	28	45	15
Mroh2a	8	19	10	19	6	12	11	3	5
Hjurp	854	504	1054	1678	830	1508	1078	659	636
6430706D22Rik	0	0	0	0	0	0	0	0	0
A730008H23Rik	0	0	0	0	0	0	0	0	0
Trpm8	2	4	3	1	0	4	6	4	8
Spp2	0	1	0	0	0	1	0	0	0
Glrp1	0	2	1	6	3	7	10	6	2
Gm19589	0	0	0	0	4	2	1	4	0
Arl4c	1113	563	1214	1144	489	903	830	641	668
Platr5	0	0	0	1	2	0	4	2	5
1700067G17Rik	0	0	0	0	0	0	0	0	0
Sh3bp4	4156	2533	5011	7218	3252	6092	2555	1780	1915
C030007H22Rik	2	0	1	0	0	1	1	0	0
Agap1	7292	4916	8082	7648	4674	7271	10124	6931	6817
4933400F21Rik	0	0	0	0	0	0	0	0	0
Gbx2	0	0	0	0	1	1	5	0	0
Asb18	0	0	0	0	0	0	1	1	0
Iqca	0	1	0	3	1	11	13	1	6
Ackr3	0	0	0	0	0	1	4	0	0
Cops8	1137	555	1891	2132	595	1969	2209	1448	732
Col6a3	0	2	0	4	0	7	3	2	0
Mlph	0	2	0	2	2	0	3	4	13
Prlh	0	0	0	0	0	0	0	0	0
Rab17	0	0	0	1	0	3	1	0	0
Lrrfip1	795	1166	818	1010	1039	1029	1514	859	2099
Rbm44	0	5	2	0	1	1	7	1	0
Ramp1	502	320	1082	816	233	786	339	381	146
Ube2f	430	454	825	1260	793	1125	1086	770	837
Scly	2104	1674	2799	4537	1620	3703	4479	3221	2250
Espnl	21	6	25	28	24	19	50	19	13
Klhl30	14	1	17	23	4	12	10	8	3
Fam132b	1	0	1	1	0	3	2	0	0
Ilkap	1018	873	1581	2319	1295	2057	1487	993	982
1700020N18Rik	1	0	6	7	0	5	1	1	1
Hes6	414	155	667	882	198	779	314	238	87
Per2	961	700	1373	1436	790	1452	1199	835	943
Traf3ip1	833	1359	1314	1817	1004	1669	1096	739	1256
Asb1	1333	475	1983	2387	769	2520	2385	1661	719
Twist2	0	2	0	0	0	0	0	0	0
Hdac4	370	268	526	476	279	574	565	405	620
Ndufa10	1784	1768	2535	2338	1427	2241	3124	1948	2205
Mir6900	0	0	0	0	0	0	0	0	0
Olfr1416	0	0	0	0	0	0	0	0	0
Olfr1415	0	0	0	0	0	0	0	0	0
Olfr1414	0	2	0	0	0	0	0	0	0
Olfr1413	0	0	0	0	0	0	0	0	0
Olfr1412	0	0	0	0	0	0	0	0	0
Olfr1411	0	0	0	0	0	0	0	0	0
Olfr1410	0	0	0	0	0	0	0	0	0
Olfr12	0	0	0	0	0	0	0	0	0
Myeov2	694	344	1468	1093	140	835	1180	941	226
Otos	0	0	1	2	0	0	1	0	0
Gpc1	1558	602	1878	1514	486	1522	1576	1101	631
Mir149	0	0	0	0	0	0	0	0	0
Ankmy1	0	1	3	4	1	4	10	3	3
Dusp28	86	27	134	129	34	153	163	95	32
Rnpepl1	530	140	636	660	183	684	564	393	230
9430060I03Rik	16	8	13	23	4	13	23	21	13
Capn10	383	143	502	826	243	743	587	322	191
Gpr35	12	3	23	2	3	6	0	0	0
Aqp12	0	0	0	0	0	0	0	0	0
Kif1a	13423	9590	10627	15979	7717	10376	10969	7534	6472
Agxt	1	0	3	1	0	4	3	3	1
2310007B03Rik	0	0	0	0	0	0	0	0	0
Sned1	30	12	40	57	15	52	42	16	19
Mir6901	0	0	0	0	0	0	0	0	0
Mterf4	245	144	365	472	168	438	317	235	159
Pask	627	318	820	1721	723	1739	837	456	334
Ppp1r7	1326	1214	1775	1998	1483	2011	1687	1107	1450
Mir6902	0	0	0	0	0	0	0	0	0
Mir6345	1	0	2	0	0	0	0	0	0
Ano7	2	0	1	1	3	1	0	2	0
Hdlbp	20026	21048	23043	30770	22232	30581	45337	30632	41272
Sept2	5534	4399	6119	5124	3962	4656	7113	4945	6216
Farp2	602	414	716	707	471	794	1050	567	624
Stk25	1597	940	1774	2397	1398	2069	2319	1563	1582
Bok	3	0	1	4	0	6	4	0	4
Thap4	420	219	521	1064	285	942	768	510	337
Atg4b	897	461	1316	1898	397	1581	1296	914	514
Dtymk	695	385	1427	1733	564	1575	1171	780	528
Ing5	722	560	1062	1536	889	1608	1681	1088	851
D2hgdh	401	274	518	621	343	613	565	402	374
Gal3st2	1	0	1	0	0	2	0	2	0
Gm9994	0	0	0	0	0	0	0	0	0
Gm6086	0	0	0	0	1	2	6	3	0
Neu4	0	0	0	0	0	0	0	0	0
Pdcd1	1	0	3	0	0	0	1	0	0
4930440C22Rik	0	0	0	0	0	0	0	0	0
Fam174a	359	173	424	280	157	285	350	293	265
St8sia4	0	0	0	0	0	1	0	0	0
4930598F16Rik	0	0	0	0	0	0	0	0	0
1700063A18Rik	0	0	0	0	0	0	0	0	0
4930533P14Rik	0	0	0	0	0	0	0	0	0
Slco4c1	0	1	0	3	0	0	3	0	0
Panct2	2	0	0	5	2	1	3	1	0
Slco6b1	0	3	0	0	0	0	0	0	0
Slco6c1	0	1	0	0	0	0	0	0	0
D1Ertd622e	807	454	1098	957	729	1053	974	666	701
Ppip5k2	1746	1561	2452	1989	2410	2574	5006	3468	5199
Gin1	288	274	345	508	415	503	479	265	489
Pam	47334	30966	49013	23660	13512	19785	24277	17800	18468
B230216N24Rik	77	54	78	58	44	72	39	18	21
1810006J02Rik	0	0	0	1	0	1	0	0	6
Slco6d1	0	0	0	0	0	0	0	0	0
Cntnap5b	0	0	0	0	0	0	0	0	0
Gm20268	0	0	0	0	0	0	0	0	0
Cdh20	0	0	0	0	0	0	0	0	0
Rnf152	67	54	43	66	45	78	40	26	28
Pign	1273	793	1593	1552	1375	1798	2404	1435	1708
2310035C23Rik	1157	751	1679	2287	1301	2254	1639	1037	916
Tnfrsf11a	0	0	1	2	1	1	0	4	5
Zcchc2	617	585	829	1147	1096	1186	1072	761	1150
Gm20753	0	0	0	0	0	1	2	1	0
Phlpp1	731	508	880	1728	1045	2078	1034	640	915
Bcl2	122	107	140	90	86	166	181	103	226
Mir3473f	0	0	0	0	0	0	0	0	0
Kdsr	543	338	705	779	481	800	1168	807	871
Vps4b	2853	2726	3153	3153	3328	3405	4227	2799	4702
Serpinb5	3	0	0	0	0	0	3	0	0
Serpinb12	0	0	0	0	0	0	0	0	0
Serpinb13	0	0	0	0	0	1	1	0	0
Serpinb3a	0	0	0	0	0	0	0	0	0
Serpinb3d	0	0	0	0	0	0	0	0	0
Serpinb3b	0	0	0	0	0	0	0	0	0
Serpinb3c	0	0	0	0	0	0	0	0	0
Serpinb11	0	2	0	0	0	0	0	0	0
Serpinb7	0	0	0	0	0	0	0	0	0
Serpinb2	0	0	0	0	0	0	1	0	0
Serpinb10	0	0	0	0	0	0	0	0	0
Serpinb8	175	238	306	311	248	340	265	227	191
D830032E09Rik	0	0	0	0	0	0	0	0	0
Cdh7	0	2	0	0	0	0	0	0	0
Cdh19	1	2	1	2	6	2	2	6	4
Dsel	300	242	325	180	240	218	279	284	344
Cntnap5a	0	0	1	0	0	0	0	0	0
Tsn	4096	2351	5137	4047	2249	4163	4227	3212	2420
Nifk	1036	1173	1574	2161	1736	2129	2029	1231	1881
Clasp1	3197	2604	3817	3452	2331	3393	3510	2266	3463
2900060B14Rik	0	0	1	4	3	1	2	0	3
Tfcp2l1	81	50	124	140	97	202	568	335	251
Gli2	0	0	0	3	0	0	0	0	0
Mir6346	0	0	0	0	0	0	0	0	0
Inhbb	3	0	0	0	0	3	0	0	0
Ralb	721	493	986	1286	640	1170	1386	963	713
Tmem185b	406	176	677	551	289	553	871	649	268
3830432H09Rik	2	0	6	2	2	2	1	2	0
Epb4.1l5	1210	924	1526	2212	1326	2098	1015	706	836
Ptpn4	1414	1290	1720	985	1100	1142	1343	925	1450
Tmem177	207	102	377	427	165	397	457	264	195
Cfap221	2	2	8	8	8	14	4	1	10
Sctr	0	1	0	0	0	0	0	0	0
Tmem37	0	0	0	0	0	0	0	0	0
Dbi	794	817	1680	871	264	964	1040	761	472
3110009E18Rik	20	9	17	43	19	32	56	28	7
Steap3	0	1	3	8	2	5	9	2	0
C1ql2	0	0	0	0	0	2	0	0	0
Marco	1	0	0	0	0	0	3	0	0
En1	0	0	0	0	0	0	0	0	0
Celrr	0	0	0	0	0	0	0	0	0
Insig2	1352	746	1684	1605	946	1427	1954	1432	1065
Ccdc93	1359	1234	1722	2171	1559	2088	2250	1474	1823
Htr5b	1	0	0	0	0	0	0	1	0
Ddx18	1088	852	1594	2348	1161	2125	2230	1362	1526
Dpp10	1070	984	1156	652	671	556	445	308	370
Actr3	8356	7960	12058	11041	9027	11479	10840	8209	10012
Slc35f5	1427	771	1972	2295	1143	2049	2920	2206	1512
Gpr39	282	193	386	395	103	274	379	252	206
Lypd1	299	150	205	346	133	150	76	46	36
Nckap5	8	1	2	5	14	8	10	6	0
Mgat5	1146	817	1448	642	406	648	775	479	515
Tmem163	254	235	341	408	282	452	462	299	247
Acmsd	34	38	42	19	19	10	17	8	11
2900009J06Rik	23	42	37	29	5	24	29	12	15
Ccnt2	1535	1527	1779	2108	1780	2057	1778	1255	1863
Map3k19	0	0	0	0	0	4	0	0	0
Rab3gap1	1904	1778	2279	3032	1786	2894	2683	1965	2119
Zranb3	497	333	560	816	546	799	558	353	512
R3hdm1	3754	5416	4262	4635	6896	4949	4510	2913	8306
Mir128-1	0	0	0	0	0	0	0	0	0
Ubxn4	3359	4925	4140	5396	6575	5870	7060	4677	10946
Lct	12	4	12	14	2	17	13	10	6
Mcm6	8213	6170	10485	14427	8054	12874	6607	4429	5422
Dars	4149	3105	4906	6247	4316	5348	5161	3237	3986
Cxcr4	166	54	120	219	81	113	188	96	54
Thsd7b	0	0	0	0	0	0	0	0	0
Cd55b	0	0	0	0	1	0	0	0	0
Cd55	1	0	0	0	0	0	2	0	0
Zp3r	0	0	0	0	0	0	4	0	0
C4bp	1	0	0	0	0	1	4	1	0
C4bp-ps1	0	1	1	1	0	2	2	1	0
Pfkfb2	1576	1352	1953	2518	1910	2524	2368	1531	1596
Yod1	630	487	596	678	745	643	649	468	708
AA986860	8	5	10	3	3	13	7	5	7
Fcamr	0	2	0	0	0	0	1	1	0
Pigr	0	0	0	1	0	1	1	0	0
Fcmr	0	0	0	0	0	0	0	0	0
Il24	0	0	0	0	0	0	0	0	0
Il20	0	0	0	0	0	0	0	0	0
Il19	0	2	0	0	1	0	0	0	1
Il10	0	0	0	0	0	0	0	0	0
Mapkapk2	839	345	998	1844	470	1609	1767	1086	755
Dyrk3	184	160	266	448	220	370	217	134	117
Eif2d	883	439	1058	1309	424	1385	1484	1117	613
Rassf5	103	34	80	136	92	124	130	103	80
Ikbke	223	111	238	316	162	257	250	148	106
Srgap2	2013	1811	2414	3692	2652	3593	3461	2219	2654
Fam72a	63	28	106	216	77	170	161	87	26
Avpr1b	0	0	1	0	0	2	2	0	0
Ctse	0	5	1	0	0	0	0	0	0
Rab7b	0	0	0	0	0	0	0	0	0
Slc26a9	0	2	0	0	0	1	0	0	0
Pm20d1	0	0	0	0	0	1	0	0	0
Slc41a1	671	336	928	905	290	816	1068	764	463
Rab29	0	0	0	1	0	0	0	0	0
Nucks1	8649	6450	12209	8881	6073	9142	8996	7302	7352
Slc45a3	4	0	1	15	1	15	11	5	0
Elk4	806	774	1123	876	675	1058	1237	765	1202
Mfsd4	0	0	3	3	5	1	7	0	0
Cdk18	501	290	589	981	388	928	791	527	453
Lemd1	0	0	0	0	0	0	1	0	0
Mir135b	0	0	0	0	0	0	0	0	0
Klhdc8a	23	12	65	33	9	60	44	26	25
Nuak2	954	383	1142	1533	363	1195	335	209	140
Tmcc2	799	414	907	1096	470	1133	1019	705	564
Dstyk	1312	715	1838	2239	1087	2324	2294	1557	1240
Rbbp5	1614	1324	2189	2632	1712	2755	2527	1811	2254
Tmem81	96	46	98	139	69	183	261	168	57
Cntn2	105	40	172	112	27	86	31	32	17
Nfasc	3785	2674	4025	3524	1877	3206	3444	2399	2207
Gm10538	0	0	0	0	0	0	0	0	0
Lrrn2	203	76	145	260	65	168	136	75	66
Mdm4	2475	1716	3111	4534	3670	4895	5173	3174	4256
Pik3c2b	2974	1451	3522	2197	951	1979	781	613	500
Ppp1r15b	5049	2639	6367	7778	3892	7777	8960	7041	5296
Plekha6	2620	1820	3245	5067	2528	4786	3498	2186	2076
Gm19461	7	0	7	5	3	7	3	2	1
Golt1a	113	55	198	196	48	147	104	63	39
Kiss1	0	2	1	4	0	6	0	1	0
Ren2	0	0	0	0	0	0	0	0	0
Ren1	0	0	0	0	0	0	0	0	0
Etnk2	189	79	241	357	55	351	199	101	55
Sox13	330	191	430	582	228	544	166	111	136
Snrpe	782	464	1834	1614	408	1566	1467	916	485
Zc3h11a	8355	6361	9434	9051	6174	8972	8843	5753	7088
Zbed6	3690	2761	3859	3230	2637	3636	3117	1837	2638
Lax1	2	2	6	2	4	8	10	5	2
Atp2b4	398	266	566	382	380	484	192	168	183
Mir6903	0	0	0	0	0	0	0	0	0
Optc	1	1	4	4	1	1	17	13	14
Prelp	0	0	0	0	1	3	0	0	0
Fmod	0	0	0	0	0	0	1	0	0
Btg2	821	499	1142	1433	430	1103	1420	1277	562
Chit1	4	0	5	1	3	1	7	4	0
Chil1	0	0	0	2	0	0	0	0	0
Mybph	0	0	1	0	0	1	0	0	0
Adora1	123	129	184	263	163	243	120	110	122
Myog	0	0	0	0	0	2	0	0	0
Ppfia4	25	27	50	44	16	45	37	11	15
Tmem183a	1155	793	1550	2471	1142	2141	1635	1035	936
4933406M09Rik	0	3	0	0	0	0	0	0	0
Cyb5r1	871	469	1337	1833	833	1897	8447	6241	3426
Adipor1	2646	1066	3169	2863	1049	2510	3237	2189	1262
Klhl12	442	210	623	886	450	904	864	580	454
Rabif	669	536	860	828	531	893	1081	749	698
Mgat4e	0	0	0	1	0	0	0	0	0
Kdm5b	912	446	858	1969	981	1566	1445	916	923
Syt2	92	42	69	155	71	81	81	57	66
Ppp1r12b	639	713	798	1701	945	1399	814	428	793
Ube2t	531	268	849	891	260	810	530	359	262
Lgr6	30	12	24	23	12	17	13	16	11
Ptprv	2	0	1	3	0	0	9	1	0
Ptpn7	15	6	5	7	9	7	12	7	5
Arl8a	3145	3404	3396	3301	2813	3098	3421	2359	3604
Gpr37l1	29	15	54	16	10	20	5	7	3
Elf3	790	352	999	1014	251	945	622	381	227
Rnpep	1022	334	1428	1415	437	1309	1063	655	366
Timm17a	1246	1034	2321	1692	618	1642	1939	1362	919
Lmod1	0	0	1	2	0	1	0	2	0
Shisa4	595	251	853	788	209	621	522	395	170
Ipo9	6008	4377	8226	8452	4757	7953	6421	4319	4590
Nav1	2203	2058	2059	2316	1384	2001	1919	1241	1484
Mir1231	0	0	0	0	0	0	0	0	0
Csrp1	5943	2836	6865	9068	2907	8265	6673	4573	3020
Phlda3	199	53	187	400	85	227	450	237	61
Tnni1	1	0	0	2	1	1	5	8	0
Lad1	0	0	0	0	2	0	0	1	0
Tnnt2	2	1	0	3	0	0	4	0	9
Pkp1	0	1	0	0	0	0	2	0	9
Igfn1	0	0	0	0	0	2	2	0	9
Tmem9	1052	597	1523	1319	367	994	1279	1086	515
Ascl5	0	0	0	3	0	0	0	0	6
Cacna1s	1	0	0	7	0	2	7	0	0
Gm15850	0	0	0	0	0	0	0	0	0
Kif21b	3	4	0	4	4	17	35	19	12
5730559C18Rik	17	4	11	54	9	48	41	16	3
Gpr25	0	0	0	1	0	0	0	0	0
Camsap2	5354	5804	6124	5613	6346	6193	6014	3938	7303
9230116N13Rik	34	17	60	39	20	32	49	21	25
Ddx59	180	160	269	390	252	315	316	194	199
Kif14	1071	1180	1764	1318	1187	1696	819	546	891
Zfp281	1216	1200	1378	1572	1816	1749	1570	1047	1702
Gm19705	8	7	2	3	10	3	5	2	0
Platr22	1	0	0	0	0	0	0	0	4
Nr5a2	0	3	0	0	2	3	1	0	0
Mir181a-1	0	0	0	0	0	0	0	0	0
Mir181b-1	0	0	0	0	0	0	0	0	0
Ptprc	0	1	0	0	1	0	1	0	0
Atp6v1g3	0	0	0	0	0	0	1	0	0
Nek7	1895	1852	2358	1832	2411	2001	2822	2273	3521
Gm5833	0	0	0	0	0	0	1	3	0
Lhx9	4	0	6	3	6	6	2	1	0
2310009B15Rik	39	2	93	77	15	56	129	77	45
Dennd1b	997	843	1215	1141	1200	1346	1175	915	1176
4930596I21Rik	6	7	5	4	9	3	5	9	5
Crb1	1	0	0	1	1	2	5	0	0
4933436E23Rik	0	0	0	0	0	0	2	0	0
Zbtb41	2378	2393	2993	2084	2935	2693	2785	2162	4084
Aspm	2045	2771	2829	2051	2379	2249	1134	658	1247
F13b	1	0	1	0	0	0	0	0	0
Cfhr1	0	0	0	0	0	0	0	0	0
Gm4788	0	0	0	0	0	0	0	0	1
Cfhr2	0	0	0	0	0	0	0	0	0
Cfh	0	0	0	0	0	0	0	0	0
Kcnt2	4	7	6	21	26	11	39	40	27
4930590L20Rik	0	0	0	0	0	0	0	0	0
Cdc73	1734	1829	1847	1987	2525	2178	2499	1645	2996
B3galt2	969	1141	875	769	864	515	817	640	1141
Glrx2	540	408	728	903	598	928	1143	874	854
Trove2	2602	1780	2603	1262	1550	1380	1586	1234	2062
Uchl5	912	1685	1375	1874	2833	1874	1915	1112	2937
Rgs2	8047	4178	9416	6988	3058	4093	2618	1667	1651
Rgs13	0	4	1	3	1	1	2	3	13
Rgs1	0	0	0	3	7	1	4	0	2
Rgs21	0	0	0	0	0	0	0	0	0
Rgs18	0	0	0	0	0	0	0	0	0
Brinp3	0	1	0	0	1	4	2	1	2
Pla2g4a	0	1	0	0	0	1	2	0	0
Mir7652	0	0	0	0	0	0	0	0	0
Ptgs2os	0	0	0	1	0	0	0	0	0
Ptgs2	1	0	0	6	2	16	39	5	28
Ptgs2os2	0	0	0	0	0	0	0	0	0
Pdc	0	0	0	0	0	0	0	0	0
2310030A07Rik	0	0	0	0	0	0	0	0	0
BC003331	2445	2781	2997	3644	3363	3493	5412	4167	6814
Tpr	23034	38550	22258	28509	43250	27720	19346	11961	38983
Prg4	228	997	239	70	191	87	206	150	571
Hmcn1	0	4	0	2	2	0	9	4	0
C730036E19Rik	4	0	0	2	2	6	0	0	2
Ivns1abp	11752	9550	14433	17571	15335	17327	15550	11110	13711
Swt1	640	630	746	869	943	835	831	596	1146
Trmt1l	819	693	1040	1489	1040	1411	1004	631	965
Mir7682	0	0	0	0	0	0	1	1	0
Rnf2	1085	804	1164	1849	1730	1794	1751	1078	1695
Fam129a	0	0	0	0	0	0	5	5	0
Edem3	2422	2523	3146	2650	3376	3438	6257	4198	6828
1700025G04Rik	475	380	443	774	426	608	457	294	469
Tsen15	265	186	477	752	337	686	504	269	257
Colgalt2	2	2	0	2	3	4	8	12	4
Rgl1	728	731	1056	816	728	1114	838	623	732
Apobec4	1	0	0	0	4	0	0	0	0
Arpc5	2836	1844	3791	2350	1357	2277	3200	2482	2239
Ncf2	0	0	1	1	0	0	0	3	0
Smg7	3555	3796	4303	6246	4691	6223	4786	2902	5315
Nmnat2	867	497	994	971	382	840	1020	748	600
Lamc2	14	23	15	42	27	34	30	21	25
Lamc1	2088	2077	2729	2701	1885	3016	2595	1646	2749
E330020D12Rik	0	2	3	3	2	2	2	0	0
Shcbp1l	0	0	0	0	0	0	0	0	0
Dhx9	10643	10413	14317	14572	10702	13746	12426	7702	11349
Npl	0	0	0	0	0	0	6	0	0
Rgs8	0	0	0	1	0	2	0	0	0
C230024C17Rik	0	0	0	0	0	0	0	0	0
Rgs16	0	0	4	4	0	3	8	5	6
Rnasel	1	0	2	2	0	1	2	1	0
Rgsl1	0	2	0	1	3	2	3	4	0
Teddm2	0	0	1	0	0	0	0	0	0
Teddm1b	0	0	0	0	0	0	0	0	0
Teddm1a	0	0	0	0	0	0	0	0	0
Mir8114	0	0	0	0	0	0	0	0	0
Glul	9242	8422	13238	8930	5252	7483	8347	8145	7431
Zfp648	0	0	0	0	0	0	0	0	0
4930452N14Rik	0	0	0	0	0	0	0	0	0
4930532M18Rik	0	0	0	0	0	0	0	0	0
Cacna1e	656	447	600	743	377	580	152	89	153
Ier5	449	147	718	555	97	406	732	413	215
Mr1	369	249	187	196	126	120	241	192	371
Stx6	563	289	677	937	417	900	848	534	496
Xpr1	3327	3480	3833	2657	3185	2699	5402	3883	6448
Gm5532	14	5	2	15	5	11	9	1	12
Acbd6	498	564	614	896	474	919	856	466	806
Lhx4	0	0	6	4	0	1	5	0	0
Qsox1	2917	1066	3600	3380	994	2714	3648	3014	1248
Cep350	3382	3626	3892	3473	4206	4606	5073	2987	6305
Tor1aip1	1408	1529	1682	1353	1574	1413	1735	1215	1853
Tor1aip2	3553	2274	4249	3902	2428	3684	4274	3030	2957
Fam163a	0	0	0	0	0	0	2	0	0
Tdrd5	0	7	0	0	0	0	1	3	0
Nphs2	0	1	0	0	0	0	0	0	0
Soat1	1133	925	1616	1017	760	1298	1504	1316	1181
Abl2	1873	1020	2812	4402	2145	4539	4772	3000	2318
Tor3a	615	389	899	1743	958	1634	1690	1178	1211
Fam20b	4987	3781	6655	3952	2486	4163	4273	3137	3261
Ralgps2	2157	1653	2819	2195	1712	2335	2623	1972	2208
Angptl1	0	0	0	0	0	0	0	0	0
Tex35	0	0	0	2	3	0	0	0	2
Rasal2	547	498	713	1176	1110	1474	1444	896	1205
2810025M15Rik	237	109	381	350	93	354	512	356	137
BC026585	0	0	0	2	0	1	1	5	0
Sec16b	1	2	2	3	4	2	4	6	0
Brinp2	0	2	0	0	2	0	0	0	0
Astn1	0	0	0	0	0	0	0	1	0
Mir488	0	0	0	0	0	0	0	0	0
Pappa2	0	0	0	0	0	1	0	0	0
Rfwd2	1426	1452	1857	1878	1758	1917	1897	1257	2258
Scarna3a	1	0	0	0	0	0	0	0	0
Mir1843b	0	0	0	0	0	0	0	0	0
Tnr	2430	1298	2690	1897	948	1756	1714	1320	1322
4930523C07Rik	0	0	2	0	1	1	0	0	0
4930562F07Rik	0	0	0	0	0	0	0	0	0
Tnn	0	2	0	3	1	1	2	0	0
Mrps14	531	155	923	879	227	859	1225	856	323
Cacybp	2764	3406	3278	2333	3026	2175	2661	1885	3714
Rabgap1l	2271	2755	2165	2372	3271	2443	1986	1441	3071
Mir1927	0	0	0	0	0	0	0	0	0
Gpr52	2	0	6	3	0	5	3	3	0
Rc3h1	2717	2035	3305	2570	1845	2563	3290	2188	2665
Serpinc1	1	0	4	6	0	6	5	5	0
Zbtb37	220	171	269	287	178	331	299	201	258
Gas5	911	1050	1966	4536	1526	4347	4553	2545	2615
Snord47	6	6	4	0	5	4	1	7	1
Dars2	762	447	1158	1230	600	1264	1216	751	596
Cenpl	350	157	577	398	214	376	387	231	156
Klhl20	865	899	1174	1156	933	1111	1337	813	1595
Ankrd45	126	105	134	117	92	77	87	50	77
4930469G21Rik	0	0	0	0	0	0	1	0	0
Prdx6	551	109	723	735	235	682	993	686	243
Tnfsf4	0	0	0	0	0	5	2	0	0
Tnfsf18	0	0	0	1	0	4	9	1	0
Fasl	0	0	0	0	0	1	0	0	0
Suco	2151	1889	2934	2237	2252	2594	3420	2340	3366
4930558K02Rik	0	0	0	0	0	0	0	0	0
Pigc	175	99	293	309	129	357	308	204	146
Dnm3	359	361	371	492	432	422	408	299	572
2810442N19Rik	0	0	0	0	0	0	0	0	0
Dnm3os	0	0	0	0	0	1	1	0	0
Mir199a-2	0	0	0	0	0	0	0	0	0
Mir214	0	0	0	0	0	0	0	0	0
Mettl13	552	250	780	1297	500	1204	1253	705	492
Vamp4	636	570	711	839	833	927	988	739	1249
Myoc	0	0	0	1	0	0	2	0	0
7420461P10Rik	0	0	0	0	0	1	0	0	0
Prrc2c	10472	16407	11757	13350	15224	13740	13796	8006	20568
Fmo4	3	0	4	0	3	5	1	0	0
Fmo1	0	0	0	0	0	0	0	0	0
Fmo2	0	0	1	7	6	8	8	0	0
Fmo6	0	0	0	1	0	3	0	0	0
Fmo3	0	0	0	1	0	0	0	0	0
Mroh9	0	0	0	0	0	0	0	0	0
Prrx1	202	175	142	108	155	97	131	110	129
Gorab	403	317	501	1017	579	980	690	429	561
Mettl11b	0	0	0	0	0	0	0	0	0
Kifap3	1121	866	1299	898	771	1074	1345	969	1225
Scyl3	638	413	807	1591	964	1532	1488	895	937
BC055324	642	320	855	914	485	951	693	400	380
Mettl18	118	82	138	201	114	198	154	116	103
Sele	0	0	0	2	0	0	4	0	6
Sell	0	0	0	0	0	0	0	0	0
Selp	0	0	2	1	0	2	6	2	0
Gm16548	0	0	0	0	0	0	0	0	1
F5	1	3	5	2	8	3	7	3	8
Slc19a2	446	177	531	586	264	507	1048	674	269
Ccdc181	660	767	668	1011	765	808	722	505	1001
Blzf1	853	1079	905	1400	1339	1409	1702	1029	2030
Nme7	338	304	364	564	409	573	555	388	493
Atp1b1	54332	39168	58648	31613	26674	29465	17903	15782	19272
Dpt	0	0	0	7	4	0	2	0	0
Gm20743	0	0	0	0	0	0	0	0	0
Xcl1	0	0	0	0	0	0	0	0	0
4930568G15Rik	3	0	0	2	4	0	1	0	0
Tbx19	0	0	0	0	0	0	0	0	0
Sft2d2	1012	533	1192	1316	620	1247	2618	1841	1206
Tiprl	590	455	614	1062	784	908	918	585	824
